geo,predictor,set,intercept,correlation,R2,RMSE
MX,dengue,train,6.520138436478843,0.8058424247348122,0.6413168032776072,1432.097348448802
MX,dengue,test,NA,0.5618063799618572,-555825.2592620003,3321787.3617304736
MX,mosquito,train,6.781371373186813,0.37056542725865166,0.04377080919446352,2338.2881213366904
MX,mosquito,test,NA,0.7113782645052916,0.2328559602718483,3902.480626402962
MX,sintomas_de_dengue,train,6.89271928979647,0.6938114411642193,0.48087913823027395,1722.8650691826304
MX,sintomas_de_dengue,test,NA,0.8286928497643117,-308.72031499499724,78412.83288809014
