rne_iso_code,year,month,mean_temp_celsius,total_precip_mm,month_start
MX-ZAC,1993,7,20.419155062169708,31.882201617829054,1993-07-01
MX-ZAC,1993,8,20.44517870634079,28.507602508218913,1993-08-01
MX-ZAC,1993,9,17.87133665434629,38.40253251677873,1993-09-01
MX-ZAC,1993,10,18.22298868805934,9.940617724048304,1993-10-01
MX-ZAC,1993,11,15.588346474258724,8.534268494737727,1993-11-01
MX-ZAC,1993,12,14.217380835102734,0.7788663008690916,1993-12-01
MX-ZAC,1994,1,12.944780933332144,3.00405270862557,1994-01-01
MX-ZAC,1994,2,15.55369398155676,0.5358176668469251,1994-02-01
MX-ZAC,1994,3,17.27189523829292,1.9881566657692438,1994-03-01
MX-ZAC,1994,4,18.98884283547947,9.43977128706777,1994-04-01
MX-ZAC,1994,5,22.22421686350884,8.942869557299199,1994-05-01
MX-ZAC,1994,6,20.43813500235893,50.14525647282897,1994-06-01
MX-ZAC,1994,7,20.866579231953853,32.37384005070875,1994-07-01
MX-ZAC,1994,8,19.715770140051532,54.50728284175681,1994-08-01
MX-ZAC,1994,9,18.669798288799825,32.24882387051928,1994-09-01
MX-ZAC,1994,10,17.910268575400842,19.591339445541994,1994-10-01
MX-ZAC,1994,11,17.029677573382063,1.6156246770317524,1994-11-01
MX-ZAC,1994,12,14.174614752753419,6.310022096533786,1994-12-01
MX-ZAC,1995,1,12.727390758210417,2.8857580282634223,1995-01-01
MX-ZAC,1995,2,15.238791979665432,1.8703349269475498,1995-02-01
MX-ZAC,1995,3,17.237900665886585,0.3017447634631412,1995-03-01
MX-ZAC,1995,4,18.999336916359862,0.5070711600730466,1995-04-01
MX-ZAC,1995,5,22.773738816821176,9.444909423935691,1995-05-01
MX-ZAC,1995,6,22.114996756007553,27.438988584715897,1995-06-01
MX-ZAC,1995,7,20.381527764235873,33.877362149419625,1995-07-01
MX-ZAC,1995,8,19.707942575737977,52.323742163238606,1995-08-01
MX-ZAC,1995,9,19.86557411694652,31.07450247593001,1995-09-01
MX-ZAC,1995,10,18.207794823840644,1.8452710418601865,1995-10-01
MX-ZAC,1995,11,16.04408466049738,5.129783684167135,1995-11-01
MX-ZAC,1995,12,12.889606720750193,4.546049050378481,1995-12-01
MX-ZAC,1996,1,12.4513476462485,0.060334945029345784,1996-01-01
MX-ZAC,1996,2,15.396988966473218,3.5564624742739572,1996-02-01
MX-ZAC,1996,3,15.767819185660498,0.18867731101869187,1996-03-01
MX-ZAC,1996,4,18.43372128837205,2.776032993493119,1996-04-01
MX-ZAC,1996,5,22.798398943306527,6.560913602484854,1996-05-01
MX-ZAC,1996,6,21.09802323473915,33.21219748942242,1996-06-01
MX-ZAC,1996,7,21.031452296964655,33.10628714351439,1996-07-01
MX-ZAC,1996,8,19.69856680734619,48.02539348098827,1996-08-01
MX-ZAC,1996,9,18.66576809086842,52.82142979587906,1996-09-01
MX-ZAC,1996,10,16.870441902708034,25.015974275217523,1996-10-01
MX-ZAC,1996,11,14.390892511201153,5.305428525671302,1996-11-01
MX-ZAC,1996,12,12.73288677224961,0.5844444572706194,1996-12-01
MX-ZAC,1997,1,11.133666615962634,8.59290095047779,1997-01-01
MX-ZAC,1997,2,13.726314534622587,4.666719132356607,1997-02-01
MX-ZAC,1997,3,15.805621580291268,12.368101057069389,1997-03-01
