iso3,rne_iso_code,year,month,monthly_cases,monthly_cases_per_100000_pop,population,month_start,mean_temp_celsius,total_precip_mm,gt_Aedes_aegypti,gt_dengue,gt_epidemic,gt_fumigation,gt_insecticide,gt_mosquito,gt_public_health,gt_source_management,gt_vector,mean_temp_celsius_lag1,mean_temp_celsius_lag2,mean_temp_celsius_lag3,mean_temp_celsius_lag4,mean_temp_celsius_lag5,mean_temp_celsius_lag6,total_precip_mm_lag1,total_precip_mm_lag2,total_precip_mm_lag3,total_precip_mm_lag4,total_precip_mm_lag5,total_precip_mm_lag6,monthly_cases_lag1,monthly_cases_lag12,monthly_cases_lag24,gt_Aedes_aegypti_lag1,gt_Aedes_aegypti_lag12,gt_Aedes_aegypti_lag24,gt_dengue_lag1,gt_dengue_lag12,gt_dengue_lag24,gt_epidemic_lag1,gt_epidemic_lag12,gt_epidemic_lag24,gt_fumigation_lag1,gt_fumigation_lag12,gt_fumigation_lag24,gt_insecticide_lag1,gt_insecticide_lag12,gt_insecticide_lag24,gt_mosquito_lag1,gt_mosquito_lag12,gt_mosquito_lag24,gt_public_health_lag1,gt_public_health_lag12,gt_public_health_lag24,gt_source_management_lag1,gt_source_management_lag12,gt_source_management_lag24,gt_vector_lag1,gt_vector_lag12,gt_vector_lag24
MEX,MX-AGU,2005,10,0,0,1091054.125,2005-10-01,19.338458610357602,7.270776595517591,0,0,0,0,0,0,0,0,0,19.952237119638593,19.65097522472186,21.151629611175785,24.52404444995697,22.2671531015748,21.653844034511597,21.351100248579144,52.29561621043431,49.030601133262124,4.321810833060015,2.280780562842801,0.1633520398324543,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
MEX,MX-AGU,2005,11,0,0,1091054.125,2005-11-01,16.409636988507977,0.522954549726056,0,0,0,0,0,0,0,0,0,19.338458610357602,19.952237119638593,19.65097522472186,21.151629611175785,24.52404444995697,22.2671531015748,7.270776595517591,21.351100248579144,52.29561621043431,49.030601133262124,4.321810833060015,2.280780562842801,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
MEX,MX-AGU,2005,12,0,0,1091054.125,2005-12-01,14.26273219528091,1.2205108582049464,0,0,0,0,0,0,0,0,0,16.409636988507977,19.338458610357602,19.952237119638593,19.65097522472186,21.151629611175785,24.52404444995697,0.522954549726056,7.270776595517591,21.351100248579144,52.29561621043431,49.030601133262124,4.321810833060015,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,100,NA
MEX,MX-AGU,2006,1,0,0,1111014.775,2006-01-01,13.906519113863778,3.512444507110918,0,0,0,0,0,0,0,0,0,14.26273219528091,16.409636988507977,19.338458610357602,19.952237119638593,19.65097522472186,21.151629611175785,1.2205108582049464,0.522954549726056,7.270776595517591,21.351100248579144,52.29561621043431,49.030601133262124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,2,0,0,1111014.775,2006-02-01,16.71016748387164,0.0851433526527541,0,0,0,0,0,0,0,0,0,13.906519113863778,14.26273219528091,16.409636988507977,19.338458610357602,19.952237119638593,19.65097522472186,3.512444507110918,1.2205108582049464,0.522954549726056,7.270776595517591,21.351100248579144,52.29561621043431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,3,0,0,1111014.775,2006-03-01,19.22247600529137,0.6498842784369777,0,0,0,0,0,0,0,0,0,16.71016748387164,13.906519113863778,14.26273219528091,16.409636988507977,19.338458610357602,19.952237119638593,0.0851433526527541,3.512444507110918,1.2205108582049464,0.522954549726056,7.270776595517591,21.351100248579144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,4,0,0,1111014.775,2006-04-01,22.54650604531936,0.9103815583352158,0,0,0,0,0,0,0,0,0,19.22247600529137,16.71016748387164,13.906519113863778,14.26273219528091,16.409636988507977,19.338458610357602,0.6498842784369777,0.0851433526527541,3.512444507110918,1.2205108582049464,0.522954549726056,7.270776595517591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,5,0,0,1111014.775,2006-05-01,22.039920980804894,17.759309146294072,0,0,0,0,0,0,0,0,0,22.54650604531936,19.22247600529137,16.71016748387164,13.906519113863778,14.26273219528091,16.409636988507977,0.9103815583352158,0.6498842784369777,0.0851433526527541,3.512444507110918,1.2205108582049464,0.522954549726056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,6,0,0,1111014.775,2006-06-01,22.654424243693953,10.799473023483495,0,0,0,0,0,0,0,0,0,22.039920980804894,22.54650604531936,19.22247600529137,16.71016748387164,13.906519113863778,14.26273219528091,17.759309146294072,0.9103815583352158,0.6498842784369777,0.0851433526527541,3.512444507110918,1.2205108582049464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,7,0,0,1111014.775,2006-07-01,21.095277846562876,29.29373353425599,0,0,0,0,0,0,0,0,0,22.654424243693953,22.039920980804894,22.54650604531936,19.22247600529137,16.71016748387164,13.906519113863778,10.799473023483495,17.759309146294072,0.9103815583352158,0.6498842784369777,0.0851433526527541,3.512444507110918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,8,0,0,1111014.775,2006-08-01,19.583352994005438,67.18593829700018,0,0,0,0,0,0,0,0,0,21.095277846562876,22.654424243693953,22.039920980804894,22.54650604531936,19.22247600529137,16.71016748387164,29.29373353425599,10.799473023483495,17.759309146294072,0.9103815583352158,0.6498842784369777,0.0851433526527541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,9,0,0,1111014.775,2006-09-01,19.24689865934632,47.2842092857973,0,0,0,0,0,0,0,0,0,19.583352994005438,21.095277846562876,22.654424243693953,22.039920980804894,22.54650604531936,19.22247600529137,67.18593829700018,29.29373353425599,10.799473023483495,17.759309146294072,0.9103815583352158,0.6498842784369777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,10,0,0,1111014.775,2006-10-01,18.225942314676125,40.0145019734095,0,0,0,0,0,0,0,0,0,19.24689865934632,19.583352994005438,21.095277846562876,22.654424243693953,22.039920980804894,22.54650604531936,47.2842092857973,67.18593829700018,29.29373353425599,10.799473023483495,17.759309146294072,0.9103815583352158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,11,0,0,1111014.775,2006-11-01,15.338905870239994,7.376747512349496,0,0,0,0,0,0,0,0,0,18.225942314676125,19.24689865934632,19.583352994005438,21.095277846562876,22.654424243693953,22.039920980804894,40.0145019734095,47.2842092857973,67.18593829700018,29.29373353425599,10.799473023483495,17.759309146294072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2006,12,0,0,1111014.775,2006-12-01,12.959208590719957,6.048439696378491,0,0,0,0,0,0,0,0,0,15.338905870239994,18.225942314676125,19.24689865934632,19.583352994005438,21.095277846562876,22.654424243693953,7.376747512349496,40.0145019734095,47.2842092857973,67.18593829700018,29.29373353425599,10.799473023483495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
MEX,MX-AGU,2007,1,0,0,1130975.425,2007-01-01,14.128300862488654,7.46551500579163,0,0,0,0,0,0,0,0,0,12.959208590719957,15.338905870239994,18.225942314676125,19.24689865934632,19.583352994005438,21.095277846562876,6.048439696378491,7.376747512349496,40.0145019734095,47.2842092857973,67.18593829700018,29.29373353425599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,2,0,0,1130975.425,2007-02-01,14.881070103429533,6.836102174782535,0,0,0,0,0,0,0,0,0,14.128300862488654,12.959208590719957,15.338905870239994,18.225942314676125,19.24689865934632,19.583352994005438,7.46551500579163,6.048439696378491,7.376747512349496,40.0145019734095,47.2842092857973,67.18593829700018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,3,0,0,1130975.425,2007-03-01,18.71043220598839,0.15403763941985774,0,0,0,0,0,0,0,0,0,14.881070103429533,14.128300862488654,12.959208590719957,15.338905870239994,18.225942314676125,19.24689865934632,6.836102174782535,7.46551500579163,6.048439696378491,7.376747512349496,40.0145019734095,47.2842092857973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,4,0,0,1130975.425,2007-04-01,20.48270313827733,3.1804245466849994,0,0,0,0,0,0,0,0,0,18.71043220598839,14.881070103429533,14.128300862488654,12.959208590719957,15.338905870239994,18.225942314676125,0.15403763941985774,6.836102174782535,7.46551500579163,6.048439696378491,7.376747512349496,40.0145019734095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,5,0,0,1130975.425,2007-05-01,23.044593230118277,0.5467934099855722,0,0,0,0,0,0,0,0,0,20.48270313827733,18.71043220598839,14.881070103429533,14.128300862488654,12.959208590719957,15.338905870239994,3.1804245466849994,0.15403763941985774,6.836102174782535,7.46551500579163,6.048439696378491,7.376747512349496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,6,0,0,1130975.425,2007-06-01,21.72677557788973,61.49128668117283,0,0,0,0,0,0,0,0,0,23.044593230118277,20.48270313827733,18.71043220598839,14.881070103429533,14.128300862488654,12.959208590719957,0.5467934099855722,3.1804245466849994,0.15403763941985774,6.836102174782535,7.46551500579163,6.048439696378491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,7,0,0,1130975.425,2007-07-01,19.832313985637395,70.85530696786076,0,0,0,0,0,0,0,0,0,21.72677557788973,23.044593230118277,20.48270313827733,18.71043220598839,14.881070103429533,14.128300862488654,61.49128668117283,0.5467934099855722,3.1804245466849994,0.15403763941985774,6.836102174782535,7.46551500579163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,8,0,0,1130975.425,2007-08-01,20.017095599960097,41.527303199074105,0,0,0,0,0,0,0,0,0,19.832313985637395,21.72677557788973,23.044593230118277,20.48270313827733,18.71043220598839,14.881070103429533,70.85530696786076,61.49128668117283,0.5467934099855722,3.1804245466849994,0.15403763941985774,6.836102174782535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,9,0,0,1130975.425,2007-09-01,20.03816962240714,19.751356056165044,0,0,0,100,0,0,0,0,0,20.017095599960097,19.832313985637395,21.72677557788973,23.044593230118277,20.48270313827733,18.71043220598839,41.527303199074105,70.85530696786076,61.49128668117283,0.5467934099855722,3.1804245466849994,0.15403763941985774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,10,0,0,1130975.425,2007-10-01,19.060591663881514,2.629438544834686,0,0,0,0,0,0,0,0,0,20.03816962240714,20.017095599960097,19.832313985637395,21.72677557788973,23.044593230118277,20.48270313827733,19.751356056165044,41.527303199074105,70.85530696786076,61.49128668117283,0.5467934099855722,3.1804245466849994,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,11,0,0,1130975.425,2007-11-01,16.308186962005127,2.4129864716828737,0,0,0,0,0,0,0,0,0,19.060591663881514,20.03816962240714,20.017095599960097,19.832313985637395,21.72677557788973,23.044593230118277,2.629438544834686,19.751356056165044,41.527303199074105,70.85530696786076,61.49128668117283,0.5467934099855722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2007,12,0,0,1130975.425,2007-12-01,15.721361651495526,0.19435754237297181,0,0,0,0,0,0,0,0,0,16.308186962005127,19.060591663881514,20.03816962240714,20.017095599960097,19.832313985637395,21.72677557788973,2.4129864716828737,2.629438544834686,19.751356056165044,41.527303199074105,70.85530696786076,61.49128668117283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2013,1,2,0,1247867.65,2013-01-01,13.73842739914982,23.402689450151577,0,0,0,0,0,0,0,0,0,15.721361651495526,16.308186962005127,19.060591663881514,20.03816962240714,20.017095599960097,19.832313985637395,0.19435754237297181,2.4129864716828737,2.629438544834686,19.751356056165044,41.527303199074105,70.85530696786076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2013,2,0,0,1247867.65,2013-02-01,16.666799233714034,8.338430687875104e-4,0,0,0,0,0,0,0,0,0,13.73842739914982,15.721361651495526,16.308186962005127,19.060591663881514,20.03816962240714,20.017095599960097,23.402689450151577,0.19435754237297181,2.4129864716828737,2.629438544834686,19.751356056165044,41.527303199074105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2013,3,0,0,1247867.65,2013-03-01,17.38159919664488,0.40196442201183635,0,0,0,0,0,0,0,0,0,16.666799233714034,13.73842739914982,15.721361651495526,16.308186962005127,19.060591663881514,20.03816962240714,8.338430687875104e-4,23.402689450151577,0.19435754237297181,2.4129864716828737,2.629438544834686,19.751356056165044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2013,4,0,0,1247867.65,2013-04-01,21.29486540096562,0.024813708482424358,0,0,0,0,0,11,0,0,1,17.38159919664488,16.666799233714034,13.73842739914982,15.721361651495526,16.308186962005127,19.060591663881514,0.40196442201183635,8.338430687875104e-4,23.402689450151577,0.19435754237297181,2.4129864716828737,2.629438544834686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MX-AGU,2013,5,0,0,1247867.65,2013-05-01,22.96287130907474,6.479060682626751,0,0,0,0,0,21,41,0,0,21.29486540096562,17.38159919664488,16.666799233714034,13.73842739914982,15.721361651495526,16.308186962005127,0.024813708482424358,0.40196442201183635,8.338430687875104e-4,23.402689450151577,0.19435754237297181,2.4129864716828737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0
MEX,MX-AGU,2013,6,0,0,1247867.65,2013-06-01,22.376415951192538,29.712379730208568,0,28,0,0,0,27,0,0,1,22.96287130907474,21.29486540096562,17.38159919664488,16.666799233714034,13.73842739914982,15.721361651495526,6.479060682626751,0.024813708482424358,0.40196442201183635,8.338430687875104e-4,23.402689450151577,0.19435754237297181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,41,0,0,0,0,0,0,0,0
