rne_iso_code,year,month,month_start,cases,population
MX-MIC,2004,7,2004-07-01,5,3987528.3
MX-MIC,2004,8,2004-08-01,21,3987528.3
MX-MIC,2004,9,2004-09-01,17,3987528.3
MX-MIC,2004,10,2004-10-01,0,3987528.3
MX-MIC,2004,11,2004-11-01,15,3987528.3
MX-MIC,2004,12,2004-12-01,11,3987528.3
MX-MIC,2005,1,2005-01-01,0,4058178
MX-MIC,2005,2,2005-02-01,0,4058178
MX-MIC,2005,3,2005-03-01,2,4058178
MX-MIC,2005,4,2005-04-01,9,4058178
MX-MIC,2005,5,2005-05-01,0,4058178
MX-MIC,2005,6,2005-06-01,1,4058178
MX-MIC,2005,7,2005-07-01,1,4058178
MX-MIC,2005,8,2005-08-01,3,4058178
MX-MIC,2005,9,2005-09-01,3,4058178
MX-MIC,2005,10,2005-10-01,3,4058178
MX-MIC,2005,11,2005-11-01,6,4058178
MX-MIC,2005,12,2005-12-01,9,4058178
MX-MIC,2006,1,2006-01-01,3,4120014.3
MX-MIC,2006,2,2006-02-01,4,4120014.3
MX-MIC,2006,3,2006-03-01,14,4120014.3
MX-MIC,2006,4,2006-04-01,10,4120014.3
MX-MIC,2006,5,2006-05-01,10,4120014.3
MX-MIC,2006,6,2006-06-01,23,4120014.3
MX-MIC,2006,7,2006-07-01,20,4120014.3
MX-MIC,2006,8,2006-08-01,30,4120014.3
MX-MIC,2006,9,2006-09-01,60,4120014.3
MX-MIC,2006,10,2006-10-01,105,4120014.3
MX-MIC,2006,11,2006-11-01,91,4120014.3
MX-MIC,2006,12,2006-12-01,37,4120014.3
MX-MIC,2007,1,2007-01-01,15,4181850.6
MX-MIC,2007,2,2007-02-01,44,4181850.6
MX-MIC,2007,3,2007-03-01,45,4181850.6
MX-MIC,2007,4,2007-04-01,19,4181850.6
MX-MIC,2007,5,2007-05-01,15,4181850.6
MX-MIC,2007,6,2007-06-01,23,4181850.6
MX-MIC,2007,7,2007-07-01,33,4181850.6
MX-MIC,2007,8,2007-08-01,37,4181850.6
MX-MIC,2007,9,2007-09-01,131,4181850.6
MX-MIC,2007,10,2007-10-01,918,4181850.6
MX-MIC,2007,11,2007-11-01,754,4181850.6
MX-MIC,2007,12,2007-12-01,119,4181850.6
MX-MIC,2012,12,2012-12-01,0,4493430.9
MX-MIC,2013,1,2013-01-01,97,4556466.6
MX-MIC,2013,2,2013-02-01,124,4556466.6
MX-MIC,2013,3,2013-03-01,132,4556466.6
MX-MIC,2013,4,2013-04-01,54,4556466.6
MX-MIC,2013,5,2013-05-01,57,4556466.6
MX-MIC,2013,6,2013-06-01,93,4556466.6
MX-MIC,2013,7,2013-07-01,76,4556466.6
MX-MIC,2013,8,2013-08-01,120,4556466.6
MX-MIC,2013,9,2013-09-01,122,4556466.6
MX-MIC,2013,10,2013-10-01,164,4556466.6
MX-MIC,2013,11,2013-11-01,127,4556466.6
MX-MIC,2013,12,2013-12-01,147,4556466.6
MX-MIC,2017,1,2017-01-01,100,4870326.2
MX-MIC,2017,2,2017-02-01,107,4870326.2
MX-MIC,2017,3,2017-03-01,102,4870326.2
MX-MIC,2017,4,2017-04-01,87,4870326.2
MX-MIC,2017,5,2017-05-01,99,4870326.2
MX-MIC,2017,6,2017-06-01,191,4870326.2
MX-MIC,2017,7,2017-07-01,182,4870326.2
MX-MIC,2017,8,2017-08-01,219,4870326.2
MX-MIC,2017,9,2017-09-01,226,4870326.2
MX-MIC,2017,10,2017-10-01,272,4870326.2
MX-MIC,2017,11,2017-11-01,271,4870326.2
MX-MIC,2017,12,2017-12-01,73,4870326.2
MX-MIC,2018,1,2018-01-01,56,4964220.3
MX-MIC,2018,2,2018-02-01,69,4964220.3
MX-MIC,2018,3,2018-03-01,79,4964220.3
MX-MIC,2018,4,2018-04-01,83,4964220.3
MX-MIC,2018,5,2018-05-01,102,4964220.3
MX-MIC,2018,6,2018-06-01,171,4964220.3
MX-MIC,2018,7,2018-07-01,158,4964220.3
MX-MIC,2018,8,2018-08-01,229,4964220.3
MX-MIC,2018,9,2018-09-01,309,4964220.3
MX-MIC,2018,10,2018-10-01,381,4964220.3
MX-MIC,2018,11,2018-11-01,258,4964220.3
MX-MIC,2018,12,2018-12-01,128,4964220.3
MX-MIC,2019,1,2019-01-01,161,5058114.4
MX-MIC,2019,2,2019-02-01,204,5058114.4
MX-MIC,2019,3,2019-03-01,242,5058114.4
MX-MIC,2019,4,2019-04-01,179,5058114.4
MX-MIC,2019,5,2019-05-01,170,5058114.4
MX-MIC,2019,6,2019-06-01,204,5058114.4
MX-MIC,2019,7,2019-07-01,349,5058114.4
MX-MIC,2019,8,2019-08-01,780,5058114.4
MX-MIC,2019,9,2019-09-01,959,5058114.4
MX-MIC,2019,10,2019-10-01,1096,5058114.4
MX-MIC,2019,11,2019-11-01,826,5058114.4
MX-MIC,2019,12,2019-12-01,303,5058114.4
MX-MIC,2020,1,2020-01-01,256,5152008.5
MX-MIC,2020,2,2020-02-01,213,5152008.5
MX-MIC,2020,3,2020-03-01,205,5152008.5
MX-MIC,2020,4,2020-04-01,206,5152008.5
MX-MIC,2020,5,2020-05-01,757,5152008.5
MX-MIC,2020,6,2020-06-01,1462,5152008.5
MX-MIC,2020,7,2020-07-01,1296,5152008.5
MX-MIC,2020,8,2020-08-01,1418,5152008.5
MX-MIC,2020,9,2020-09-01,1920,5152008.5
MX-MIC,2020,10,2020-10-01,2047,5152008.5
MX-MIC,2020,11,2020-11-01,1249,5152008.5
MX-MIC,2020,12,2020-12-01,492,5152008.5
MX-MIC,2021,1,2021-01-01,160,5192285.8
MX-MIC,2021,2,2021-02-01,113,5192285.8
MX-MIC,2021,3,2021-03-01,113,5192285.8
MX-MIC,2021,4,2021-04-01,116,5192285.8
MX-MIC,2021,5,2021-05-01,112,5192285.8
MX-MIC,2021,6,2021-06-01,116,5192285.8
MX-MIC,2021,7,2021-07-01,194,5192285.8
MX-MIC,2021,8,2021-08-01,140,5192285.8
MX-MIC,2021,9,2021-09-01,137,5192285.8
MX-MIC,2021,10,2021-10-01,147,5192285.8
MX-MIC,2021,11,2021-11-01,187,5192285.8
MX-MIC,2021,12,2021-12-01,45,5192285.8
MX-MIC,2022,1,2022-01-01,90,5232563.1
MX-MIC,2022,2,2022-02-01,77,5232563.1
MX-MIC,2022,3,2022-03-01,62,5232563.1
MX-MIC,2022,4,2022-04-01,75,5232563.1
MX-MIC,2022,5,2022-05-01,80,5232563.1
MX-MIC,2022,6,2022-06-01,87,5232563.1
MX-MIC,2022,7,2022-07-01,162,5232563.1
MX-MIC,2022,8,2022-08-01,42,5232563.1
MX-MIC,2022,12,2022-12-01,4,5232563.1
MX-MOR,2002,12,2002-12-01,0,1591566.625
MX-MOR,2003,1,2003-01-01,1,1616890.375
MX-MOR,2003,2,2003-02-01,1,1616890.375
MX-MOR,2003,3,2003-03-01,0,1616890.375
MX-MOR,2003,4,2003-04-01,2,1616890.375
MX-MOR,2003,5,2003-05-01,0,1616890.375
MX-MOR,2003,6,2003-06-01,12,1616890.375
MX-MOR,2003,7,2003-07-01,5,1616890.375
MX-MOR,2003,8,2003-08-01,12,1616890.375
MX-MOR,2003,9,2003-09-01,8,1616890.375
MX-MOR,2003,10,2003-10-01,19,1616890.375
MX-MOR,2003,11,2003-11-01,14,1616890.375
MX-MOR,2003,12,2003-12-01,12,1616890.375
MX-MOR,2004,1,2004-01-01,0,1642214.125
MX-MOR,2004,2,2004-02-01,0,1642214.125
MX-MOR,2004,3,2004-03-01,0,1642214.125
MX-MOR,2004,4,2004-04-01,0,1642214.125
MX-MOR,2004,5,2004-05-01,0,1642214.125
MX-MOR,2004,6,2004-06-01,0,1642214.125
MX-MOR,2004,7,2004-07-01,3,1642214.125
MX-MOR,2004,8,2004-08-01,17,1642214.125
MX-MOR,2004,9,2004-09-01,18,1642214.125
MX-MOR,2004,10,2004-10-01,25,1642214.125
MX-MOR,2004,11,2004-11-01,15,1642214.125
MX-MOR,2004,12,2004-12-01,3,1642214.125
MX-MOR,2005,1,2005-01-01,0,1667537.875
MX-MOR,2005,2,2005-02-01,0,1667537.875
MX-MOR,2005,3,2005-03-01,3,1667537.875
MX-MOR,2005,4,2005-04-01,4,1667537.875
MX-MOR,2005,5,2005-05-01,32,1667537.875
MX-MOR,2005,6,2005-06-01,31,1667537.875
MX-MOR,2005,7,2005-07-01,27,1667537.875
MX-MOR,2005,8,2005-08-01,36,1667537.875
MX-MOR,2005,9,2005-09-01,17,1667537.875
MX-MOR,2005,10,2005-10-01,50,1667537.875
MX-MOR,2005,11,2005-11-01,49,1667537.875
MX-MOR,2005,12,2005-12-01,18,1667537.875
MX-MOR,2006,1,2006-01-01,1,1694516.025
MX-MOR,2006,2,2006-02-01,2,1694516.025
MX-MOR,2006,3,2006-03-01,7,1694516.025
MX-MOR,2006,4,2006-04-01,1,1694516.025
MX-MOR,2006,5,2006-05-01,6,1694516.025
MX-MOR,2006,6,2006-06-01,55,1694516.025
MX-MOR,2006,7,2006-07-01,171,1694516.025
MX-MOR,2006,8,2006-08-01,370,1694516.025
MX-MOR,2006,9,2006-09-01,407,1694516.025
MX-MOR,2006,10,2006-10-01,589,1694516.025
MX-MOR,2006,11,2006-11-01,872,1694516.025
MX-MOR,2006,12,2006-12-01,304,1694516.025
MX-MOR,2007,1,2007-01-01,13,1721494.175
MX-MOR,2007,2,2007-02-01,9,1721494.175
MX-MOR,2007,3,2007-03-01,18,1721494.175
MX-MOR,2007,4,2007-04-01,12,1721494.175
MX-MOR,2007,5,2007-05-01,14,1721494.175
MX-MOR,2007,6,2007-06-01,47,1721494.175
MX-MOR,2007,7,2007-07-01,164,1721494.175
MX-MOR,2007,8,2007-08-01,170,1721494.175
MX-MOR,2007,9,2007-09-01,219,1721494.175
MX-MOR,2007,10,2007-10-01,271,1721494.175
MX-MOR,2007,11,2007-11-01,265,1721494.175
MX-MOR,2007,12,2007-12-01,99,1721494.175
MX-MOR,2012,12,2012-12-01,0,1860134.825
MX-MOR,2013,1,2013-01-01,5,1888987.925
MX-MOR,2013,2,2013-02-01,13,1888987.925
MX-MOR,2013,3,2013-03-01,5,1888987.925
MX-MOR,2013,4,2013-04-01,5,1888987.925
MX-MOR,2013,5,2013-05-01,25,1888987.925
MX-MOR,2013,6,2013-06-01,288,1888987.925
MX-MOR,2013,7,2013-07-01,573,1888987.925
MX-MOR,2013,8,2013-08-01,902,1888987.925
MX-MOR,2013,9,2013-09-01,742,1888987.925
MX-MOR,2013,10,2013-10-01,498,1888987.925
MX-MOR,2013,11,2013-11-01,140,1888987.925
MX-MOR,2013,12,2013-12-01,31,1888987.925
MX-MOR,2017,1,2017-01-01,144,1982015.425
MX-MOR,2017,2,2017-02-01,121,1982015.425
MX-MOR,2017,3,2017-03-01,191,1982015.425
MX-MOR,2017,4,2017-04-01,114,1982015.425
MX-MOR,2017,5,2017-05-01,145,1982015.425
MX-MOR,2017,6,2017-06-01,352,1982015.425
MX-MOR,2017,7,2017-07-01,421,1982015.425
MX-MOR,2017,8,2017-08-01,668,1982015.425
MX-MOR,2017,9,2017-09-01,411,1982015.425
MX-MOR,2017,10,2017-10-01,411,1982015.425
MX-MOR,2017,11,2017-11-01,290,1982015.425
MX-MOR,2017,12,2017-12-01,67,1982015.425
MX-MOR,2018,1,2018-01-01,52,1999676.075
MX-MOR,2018,2,2018-02-01,89,1999676.075
MX-MOR,2018,3,2018-03-01,75,1999676.075
MX-MOR,2018,4,2018-04-01,82,1999676.075
MX-MOR,2018,5,2018-05-01,132,1999676.075
MX-MOR,2018,6,2018-06-01,106,1999676.075
MX-MOR,2018,7,2018-07-01,138,1999676.075
MX-MOR,2018,8,2018-08-01,167,1999676.075
MX-MOR,2018,9,2018-09-01,202,1999676.075
MX-MOR,2018,10,2018-10-01,242,1999676.075
MX-MOR,2018,11,2018-11-01,187,1999676.075
MX-MOR,2018,12,2018-12-01,84,1999676.075
MX-MOR,2019,1,2019-01-01,74,2017336.725
MX-MOR,2019,2,2019-02-01,68,2017336.725
MX-MOR,2019,3,2019-03-01,77,2017336.725
MX-MOR,2019,4,2019-04-01,100,2017336.725
MX-MOR,2019,5,2019-05-01,240,2017336.725
MX-MOR,2019,6,2019-06-01,574,2017336.725
MX-MOR,2019,7,2019-07-01,1394,2017336.725
MX-MOR,2019,8,2019-08-01,2516,2017336.725
MX-MOR,2019,9,2019-09-01,2626,2017336.725
MX-MOR,2019,10,2019-10-01,1740,2017336.725
MX-MOR,2019,11,2019-11-01,1036,2017336.725
MX-MOR,2019,12,2019-12-01,441,2017336.725
MX-MOR,2020,1,2020-01-01,186,2034997.375
MX-MOR,2020,2,2020-02-01,108,2034997.375
MX-MOR,2020,3,2020-03-01,89,2034997.375
MX-MOR,2020,4,2020-04-01,86,2034997.375
MX-MOR,2020,5,2020-05-01,125,2034997.375
MX-MOR,2020,6,2020-06-01,201,2034997.375
MX-MOR,2020,7,2020-07-01,475,2034997.375
MX-MOR,2020,8,2020-08-01,651,2034997.375
MX-MOR,2020,9,2020-09-01,763,2034997.375
MX-MOR,2020,10,2020-10-01,624,2034997.375
MX-MOR,2020,11,2020-11-01,384,2034997.375
MX-MOR,2020,12,2020-12-01,177,2034997.375
MX-MOR,2021,1,2021-01-01,47,2056086.85
MX-MOR,2021,2,2021-02-01,49,2056086.85
MX-MOR,2021,3,2021-03-01,72,2056086.85
MX-MOR,2021,4,2021-04-01,140,2056086.85
MX-MOR,2021,5,2021-05-01,335,2056086.85
MX-MOR,2021,6,2021-06-01,462,2056086.85
MX-MOR,2021,7,2021-07-01,594,2056086.85
MX-MOR,2021,8,2021-08-01,546,2056086.85
MX-MOR,2021,9,2021-09-01,364,2056086.85
MX-MOR,2021,10,2021-10-01,397,2056086.85
MX-MOR,2021,11,2021-11-01,235,2056086.85
MX-MOR,2021,12,2021-12-01,44,2056086.85
MX-MOR,2022,1,2022-01-01,61,2077176.325
MX-MOR,2022,2,2022-02-01,48,2077176.325
MX-MOR,2022,3,2022-03-01,65,2077176.325
MX-MOR,2022,4,2022-04-01,62,2077176.325
MX-MOR,2022,5,2022-05-01,188,2077176.325
MX-MOR,2022,6,2022-06-01,267,2077176.325
MX-MOR,2022,7,2022-07-01,327,2077176.325
MX-MOR,2022,8,2022-08-01,109,2077176.325
MX-MOR,2022,12,2022-12-01,1,2077176.325
MX-NAY,2002,12,2002-12-01,0,861831.45
MX-NAY,2003,1,2003-01-01,11,882771.1125
MX-NAY,2003,2,2003-02-01,17,882771.1125
MX-NAY,2003,3,2003-03-01,6,882771.1125
MX-NAY,2003,4,2003-04-01,8,882771.1125
MX-NAY,2003,5,2003-05-01,9,882771.1125
MX-NAY,2003,6,2003-06-01,5,882771.1125
MX-NAY,2003,7,2003-07-01,23,882771.1125
MX-NAY,2003,8,2003-08-01,12,882771.1125
MX-NAY,2003,9,2003-09-01,2,882771.1125
MX-NAY,2003,10,2003-10-01,10,882771.1125
MX-NAY,2003,11,2003-11-01,5,882771.1125
MX-NAY,2003,12,2003-12-01,4,882771.1125
MX-NAY,2004,1,2004-01-01,0,903710.775
MX-NAY,2004,2,2004-02-01,0,903710.775
MX-NAY,2004,3,2004-03-01,1,903710.775
MX-NAY,2004,4,2004-04-01,12,903710.775
MX-NAY,2004,5,2004-05-01,6,903710.775
MX-NAY,2004,6,2004-06-01,6,903710.775
MX-NAY,2004,7,2004-07-01,7,903710.775
MX-NAY,2004,8,2004-08-01,58,903710.775
MX-NAY,2004,9,2004-09-01,47,903710.775
MX-NAY,2004,10,2004-10-01,24,903710.775
MX-NAY,2004,11,2004-11-01,11,903710.775
MX-NAY,2004,12,2004-12-01,6,903710.775
MX-NAY,2005,1,2005-01-01,7,924650.4375
MX-NAY,2005,2,2005-02-01,29,924650.4375
MX-NAY,2005,3,2005-03-01,13,924650.4375
MX-NAY,2005,4,2005-04-01,9,924650.4375
MX-NAY,2005,5,2005-05-01,1,924650.4375
MX-NAY,2005,6,2005-06-01,6,924650.4375
MX-NAY,2005,7,2005-07-01,2,924650.4375
MX-NAY,2005,8,2005-08-01,26,924650.4375
MX-NAY,2005,9,2005-09-01,55,924650.4375
MX-NAY,2005,10,2005-10-01,105,924650.4375
MX-NAY,2005,11,2005-11-01,69,924650.4375
MX-NAY,2005,12,2005-12-01,135,924650.4375
MX-NAY,2006,1,2006-01-01,13,945038.7375
MX-NAY,2006,2,2006-02-01,13,945038.7375
MX-NAY,2006,3,2006-03-01,10,945038.7375
MX-NAY,2006,4,2006-04-01,19,945038.7375
MX-NAY,2006,5,2006-05-01,2,945038.7375
MX-NAY,2006,6,2006-06-01,68,945038.7375
MX-NAY,2006,7,2006-07-01,45,945038.7375
MX-NAY,2006,8,2006-08-01,21,945038.7375
MX-NAY,2006,9,2006-09-01,42,945038.7375
MX-NAY,2006,10,2006-10-01,64,945038.7375
MX-NAY,2006,11,2006-11-01,130,945038.7375
MX-NAY,2006,12,2006-12-01,73,945038.7375
MX-NAY,2007,1,2007-01-01,4,965427.0375
MX-NAY,2007,2,2007-02-01,38,965427.0375
MX-NAY,2007,3,2007-03-01,23,965427.0375
MX-NAY,2007,4,2007-04-01,20,965427.0375
MX-NAY,2007,5,2007-05-01,11,965427.0375
MX-NAY,2007,6,2007-06-01,61,965427.0375
MX-NAY,2007,7,2007-07-01,77,965427.0375
MX-NAY,2007,8,2007-08-01,136,965427.0375
MX-NAY,2007,9,2007-09-01,199,965427.0375
MX-NAY,2007,10,2007-10-01,47,965427.0375
MX-NAY,2007,11,2007-11-01,398,965427.0375
MX-NAY,2007,12,2007-12-01,35,965427.0375
MX-NAY,2012,12,2012-12-01,0,1076449.8125
MX-NAY,2013,1,2013-01-01,0,1101378.75
MX-NAY,2013,2,2013-02-01,0,1101378.75
MX-NAY,2013,3,2013-03-01,0,1101378.75
MX-NAY,2013,4,2013-04-01,43,1101378.75
MX-NAY,2013,5,2013-05-01,257,1101378.75
MX-NAY,2013,6,2013-06-01,66,1101378.75
MX-NAY,2013,7,2013-07-01,28,1101378.75
MX-NAY,2013,8,2013-08-01,186,1101378.75
MX-NAY,2013,9,2013-09-01,494,1101378.75
MX-NAY,2013,10,2013-10-01,499,1101378.75
MX-NAY,2013,11,2013-11-01,415,1101378.75
MX-NAY,2013,12,2013-12-01,42,1101378.75
MX-NAY,2017,1,2017-01-01,125,1211335.925
MX-NAY,2017,2,2017-02-01,95,1211335.925
MX-NAY,2017,3,2017-03-01,174,1211335.925
MX-NAY,2017,4,2017-04-01,205,1211335.925
MX-NAY,2017,5,2017-05-01,256,1211335.925
MX-NAY,2017,6,2017-06-01,211,1211335.925
MX-NAY,2017,7,2017-07-01,198,1211335.925
MX-NAY,2017,8,2017-08-01,268,1211335.925
MX-NAY,2017,9,2017-09-01,502,1211335.925
MX-NAY,2017,10,2017-10-01,364,1211335.925
MX-NAY,2017,11,2017-11-01,153,1211335.925
MX-NAY,2017,12,2017-12-01,38,1211335.925
MX-NAY,2018,1,2018-01-01,22,1241385.575
MX-NAY,2018,2,2018-02-01,30,1241385.575
MX-NAY,2018,3,2018-03-01,40,1241385.575
MX-NAY,2018,4,2018-04-01,40,1241385.575
MX-NAY,2018,5,2018-05-01,52,1241385.575
MX-NAY,2018,6,2018-06-01,59,1241385.575
MX-NAY,2018,7,2018-07-01,73,1241385.575
MX-NAY,2018,8,2018-08-01,103,1241385.575
MX-NAY,2018,9,2018-09-01,141,1241385.575
MX-NAY,2018,10,2018-10-01,216,1241385.575
MX-NAY,2018,11,2018-11-01,429,1241385.575
MX-NAY,2018,12,2018-12-01,86,1241385.575
MX-NAY,2019,1,2019-01-01,113,1271435.225
MX-NAY,2019,2,2019-02-01,55,1271435.225
MX-NAY,2019,3,2019-03-01,52,1271435.225
MX-NAY,2019,4,2019-04-01,68,1271435.225
MX-NAY,2019,5,2019-05-01,87,1271435.225
MX-NAY,2019,6,2019-06-01,119,1271435.225
MX-NAY,2019,7,2019-07-01,121,1271435.225
MX-NAY,2019,8,2019-08-01,301,1271435.225
MX-NAY,2019,9,2019-09-01,1072,1271435.225
MX-NAY,2019,10,2019-10-01,2373,1271435.225
MX-NAY,2019,11,2019-11-01,1858,1271435.225
MX-NAY,2019,12,2019-12-01,792,1271435.225
MX-NAY,2020,1,2020-01-01,448,1301484.875
MX-NAY,2020,2,2020-02-01,340,1301484.875
MX-NAY,2020,3,2020-03-01,408,1301484.875
MX-NAY,2020,4,2020-04-01,223,1301484.875
MX-NAY,2020,5,2020-05-01,216,1301484.875
MX-NAY,2020,6,2020-06-01,372,1301484.875
MX-NAY,2020,7,2020-07-01,371,1301484.875
MX-NAY,2020,8,2020-08-01,521,1301484.875
MX-NAY,2020,9,2020-09-01,784,1301484.875
MX-NAY,2020,10,2020-10-01,1549,1301484.875
MX-NAY,2020,11,2020-11-01,1367,1301484.875
MX-NAY,2020,12,2020-12-01,289,1301484.875
MX-NAY,2021,1,2021-01-01,61,1321468.6
MX-NAY,2021,2,2021-02-01,33,1321468.6
MX-NAY,2021,3,2021-03-01,52,1321468.6
MX-NAY,2021,4,2021-04-01,42,1321468.6
MX-NAY,2021,5,2021-05-01,40,1321468.6
MX-NAY,2021,6,2021-06-01,67,1321468.6
MX-NAY,2021,7,2021-07-01,90,1321468.6
MX-NAY,2021,8,2021-08-01,58,1321468.6
MX-NAY,2021,9,2021-09-01,48,1321468.6
MX-NAY,2021,10,2021-10-01,108,1321468.6
MX-NAY,2021,11,2021-11-01,72,1321468.6
MX-NAY,2021,12,2021-12-01,19,1321468.6
MX-NAY,2022,1,2022-01-01,28,1341452.325
MX-NAY,2022,2,2022-02-01,14,1341452.325
MX-NAY,2022,3,2022-03-01,18,1341452.325
MX-NAY,2022,4,2022-04-01,27,1341452.325
MX-NAY,2022,5,2022-05-01,39,1341452.325
MX-NAY,2022,6,2022-06-01,50,1341452.325
MX-NAY,2022,7,2022-07-01,100,1341452.325
MX-NAY,2022,8,2022-08-01,15,1341452.325
MX-NAY,2022,12,2022-12-01,1,1341452.325
MX-NLE,2002,12,2002-12-01,0,4093059.8
MX-NLE,2003,1,2003-01-01,0,4157989.7
MX-NLE,2003,2,2003-02-01,2,4157989.7
MX-NLE,2003,3,2003-03-01,5,4157989.7
MX-NLE,2003,4,2003-04-01,1,4157989.7
MX-NLE,2003,5,2003-05-01,0,4157989.7
MX-NLE,2003,6,2003-06-01,0,4157989.7
MX-NLE,2003,7,2003-07-01,4,4157989.7
MX-NLE,2003,8,2003-08-01,4,4157989.7
MX-NLE,2003,9,2003-09-01,4,4157989.7
MX-NLE,2003,10,2003-10-01,3,4157989.7
MX-NLE,2003,11,2003-11-01,5,4157989.7
MX-NLE,2003,12,2003-12-01,3,4157989.7
MX-NLE,2004,1,2004-01-01,0,4222919.6
MX-NLE,2004,2,2004-02-01,0,4222919.6
MX-NLE,2004,3,2004-03-01,4,4222919.6
MX-NLE,2004,4,2004-04-01,1,4222919.6
MX-NLE,2004,5,2004-05-01,2,4222919.6
MX-NLE,2004,6,2004-06-01,0,4222919.6
MX-NLE,2004,7,2004-07-01,2,4222919.6
MX-NLE,2004,8,2004-08-01,6,4222919.6
MX-NLE,2004,9,2004-09-01,0,4222919.6
MX-NLE,2004,10,2004-10-01,5,4222919.6
MX-NLE,2004,11,2004-11-01,1,4222919.6
MX-NLE,2004,12,2004-12-01,0,4222919.6
MX-NLE,2005,1,2005-01-01,2,4287849.5
MX-NLE,2005,2,2005-02-01,1,4287849.5
MX-NLE,2005,3,2005-03-01,0,4287849.5
MX-NLE,2005,4,2005-04-01,5,4287849.5
MX-NLE,2005,5,2005-05-01,3,4287849.5
MX-NLE,2005,6,2005-06-01,0,4287849.5
MX-NLE,2005,7,2005-07-01,3,4287849.5
MX-NLE,2005,8,2005-08-01,7,4287849.5
MX-NLE,2005,9,2005-09-01,50,4287849.5
MX-NLE,2005,10,2005-10-01,241,4287849.5
MX-NLE,2005,11,2005-11-01,276,4287849.5
MX-NLE,2005,12,2005-12-01,195,4287849.5
MX-NLE,2006,1,2006-01-01,0,4362586.4
MX-NLE,2006,2,2006-02-01,0,4362586.4
MX-NLE,2006,3,2006-03-01,4,4362586.4
MX-NLE,2006,4,2006-04-01,2,4362586.4
MX-NLE,2006,5,2006-05-01,3,4362586.4
MX-NLE,2006,6,2006-06-01,2,4362586.4
MX-NLE,2006,7,2006-07-01,6,4362586.4
MX-NLE,2006,8,2006-08-01,7,4362586.4
MX-NLE,2006,9,2006-09-01,11,4362586.4
MX-NLE,2006,10,2006-10-01,31,4362586.4
MX-NLE,2006,11,2006-11-01,26,4362586.4
MX-NLE,2006,12,2006-12-01,14,4362586.4
MX-NLE,2007,1,2007-01-01,0,4437323.3
MX-NLE,2007,2,2007-02-01,1,4437323.3
MX-NLE,2007,3,2007-03-01,3,4437323.3
MX-NLE,2007,4,2007-04-01,12,4437323.3
MX-NLE,2007,5,2007-05-01,28,4437323.3
MX-NLE,2007,6,2007-06-01,92,4437323.3
MX-NLE,2007,7,2007-07-01,59,4437323.3
MX-NLE,2007,8,2007-08-01,355,4437323.3
MX-NLE,2007,9,2007-09-01,1082,4437323.3
MX-NLE,2007,10,2007-10-01,1205,4437323.3
MX-NLE,2007,11,2007-11-01,302,4437323.3
MX-NLE,2007,12,2007-12-01,28,4437323.3
MX-NLE,2012,12,2012-12-01,0,4838330.2
MX-NLE,2013,1,2013-01-01,42,4926728.3
MX-NLE,2013,2,2013-02-01,78,4926728.3
MX-NLE,2013,3,2013-03-01,75,4926728.3
MX-NLE,2013,4,2013-04-01,148,4926728.3
MX-NLE,2013,5,2013-05-01,131,4926728.3
MX-NLE,2013,6,2013-06-01,166,4926728.3
MX-NLE,2013,7,2013-07-01,237,4926728.3
MX-NLE,2013,8,2013-08-01,311,4926728.3
MX-NLE,2013,9,2013-09-01,772,4926728.3
MX-NLE,2013,10,2013-10-01,1114,4926728.3
MX-NLE,2013,11,2013-11-01,1454,4926728.3
MX-NLE,2013,12,2013-12-01,392,4926728.3
MX-NLE,2017,1,2017-01-01,307,5164090.5
MX-NLE,2017,2,2017-02-01,393,5164090.5
MX-NLE,2017,3,2017-03-01,439,5164090.5
MX-NLE,2017,4,2017-04-01,310,5164090.5
MX-NLE,2017,5,2017-05-01,338,5164090.5
MX-NLE,2017,6,2017-06-01,529,5164090.5
MX-NLE,2017,7,2017-07-01,623,5164090.5
MX-NLE,2017,8,2017-08-01,1112,5164090.5
MX-NLE,2017,9,2017-09-01,1657,5164090.5
MX-NLE,2017,10,2017-10-01,3304,5164090.5
MX-NLE,2017,11,2017-11-01,2742,5164090.5
MX-NLE,2017,12,2017-12-01,430,5164090.5
MX-NLE,2018,1,2018-01-01,41,5194373.5
MX-NLE,2018,2,2018-02-01,62,5194373.5
MX-NLE,2018,3,2018-03-01,92,5194373.5
MX-NLE,2018,4,2018-04-01,105,5194373.5
MX-NLE,2018,5,2018-05-01,168,5194373.5
MX-NLE,2018,6,2018-06-01,173,5194373.5
MX-NLE,2018,7,2018-07-01,264,5194373.5
MX-NLE,2018,8,2018-08-01,737,5194373.5
MX-NLE,2018,9,2018-09-01,1140,5194373.5
MX-NLE,2018,10,2018-10-01,2281,5194373.5
MX-NLE,2018,11,2018-11-01,848,5194373.5
MX-NLE,2018,12,2018-12-01,108,5194373.5
MX-NLE,2019,1,2019-01-01,76,5224656.5
MX-NLE,2019,2,2019-02-01,60,5224656.5
MX-NLE,2019,3,2019-03-01,72,5224656.5
MX-NLE,2019,4,2019-04-01,101,5224656.5
MX-NLE,2019,5,2019-05-01,136,5224656.5
MX-NLE,2019,6,2019-06-01,204,5224656.5
MX-NLE,2019,7,2019-07-01,220,5224656.5
MX-NLE,2019,8,2019-08-01,383,5224656.5
MX-NLE,2019,9,2019-09-01,604,5224656.5
MX-NLE,2019,10,2019-10-01,1450,5224656.5
