geo,origin_week,calendar_week,model,predictor,processing,max_lag,train_n,reporting_lag,n_leads,R2,MAPE
MX,2019-05-19,2019-06-16,ar,NA,processed,3,229,4,4,-2.17102356467326,41.11526522664746
MX,2019-05-19,2019-06-16,ar,NA,raw,3,229,4,4,-2.17102356467326,41.11526522664746
MX,2019-05-19,2019-06-16,arx,dengue,processed,3,229,4,4,-2.0279854727323046,39.25049244648492
MX,2019-05-19,2019-06-16,arx,dengue,raw,3,229,4,4,-1.8648045540216596,37.35833568560324
MX,2019-05-19,2019-06-16,arx,mosquito,processed,3,229,4,4,-1.9736505389248147,39.326604599062755
MX,2019-05-19,2019-06-16,arx,mosquito,raw,3,229,4,4,-1.4076092621153014,32.47935156921127
MX,2019-05-19,2019-06-16,arx,sintomas_de_dengue,processed,3,229,4,4,-1.683733122815807,35.75988008778905
MX,2019-05-19,2019-06-16,arx,sintomas_de_dengue,raw,3,229,4,4,-1.740163321876032,36.24830741389032
MX,2019-05-26,2019-06-23,ar,NA,processed,3,230,4,4,-2.7086013525985946,41.17289317494751
MX,2019-05-26,2019-06-23,ar,NA,raw,3,230,4,4,-2.7086013525985946,41.17289317494751
MX,2019-05-26,2019-06-23,arx,dengue,processed,3,230,4,4,-2.6357603359230968,40.86341823379122
MX,2019-05-26,2019-06-23,arx,dengue,raw,3,230,4,4,-2.3907050755998354,38.43843104416624
MX,2019-05-26,2019-06-23,arx,mosquito,processed,3,230,4,4,-2.373453409409163,38.33381825193076
MX,2019-05-26,2019-06-23,arx,mosquito,raw,3,230,4,4,-1.6454561776381933,31.20578089739443
MX,2019-05-26,2019-06-23,arx,sintomas_de_dengue,processed,3,230,4,4,-2.2913436761158033,36.838698946474054
MX,2019-05-26,2019-06-23,arx,sintomas_de_dengue,raw,3,230,4,4,-2.3237077590678954,37.44662692179744
MX,2019-06-02,2019-06-30,ar,NA,processed,3,231,4,4,-4.856872187981814,46.646720837949154
MX,2019-06-02,2019-06-30,ar,NA,raw,3,231,4,4,-4.856872187981814,46.646720837949154
MX,2019-06-02,2019-06-30,arx,dengue,processed,3,231,4,4,-4.7156620710584045,46.215528147364736
MX,2019-06-02,2019-06-30,arx,dengue,raw,3,231,4,4,-4.178337752465649,42.549502699492365
MX,2019-06-02,2019-06-30,arx,mosquito,processed,3,231,4,4,-4.336286631979466,43.37838537541071
MX,2019-06-02,2019-06-30,arx,mosquito,raw,3,231,4,4,-3.1394382489864157,35.70656964781606
MX,2019-06-02,2019-06-30,arx,sintomas_de_dengue,processed,3,231,4,4,-4.312037326656725,42.89464476710244
MX,2019-06-02,2019-06-30,arx,sintomas_de_dengue,raw,3,231,4,4,-4.274724745305555,42.790423193598855
MX,2019-06-09,2019-07-07,ar,NA,processed,3,232,4,4,-3.450158200985075,44.17877569377865
MX,2019-06-09,2019-07-07,ar,NA,raw,3,232,4,4,-3.450158200985075,44.17877569377865
