predictor_lab,prediction_lead,series,origin_week,R2,R2_low,R2_high
mosquito,Lead 4,AR,2019-09-15,-1.1484748789584889,-7.730745018533817,0.06608786017132265
mosquito,Lead 4,AR,2019-09-22,-1.6785381563227855,-10.22779258540347,0.038160657681908586
mosquito,Lead 4,AR,2019-09-29,-2.5429110720994963,-22.581905085118056,-0.3569486686256694
mosquito,Lead 4,AR,2019-10-06,-4.652573568786452,-18.24249445797683,-1.8011140498250477
mosquito,Lead 4,AR,2019-10-13,-4.566548978595501,-21.363733251174104,-1.8027920771094132
mosquito,Lead 4,AR,2019-10-20,-4.18500090107913,-16.982445298522183,-2.5206284437916935
mosquito,Lead 4,AR,2019-10-27,-3.195064575625037,-11.524756372417452,-1.6865009072636923
mosquito,Lead 4,AR,2019-11-03,-2.0201553082852826,-12.797867729770221,-0.9671291550601144
mosquito,Lead 4,AR,2019-11-10,-1.580387201049994,-6.373185977482186,-0.8485556839751593
mosquito,Lead 4,AR,2019-11-17,-2.131377224486375,-8.255184902492724,-1.136393838601799
mosquito,Lead 4,AR,2019-11-24,-1.1384312868976445,-6.783262757447181,-0.4382858334665744
mosquito,Lead 4,ARX (raw),2017-12-24,NA,NA,NA
mosquito,Lead 4,ARX (raw),2017-12-31,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-01-07,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-01-14,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-01-21,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-01-28,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-02-04,NA,NA,NA
mosquito,Lead 4,ARX (raw),2018-02-11,-3.367602546701411,-14.805288706056444,-0.503435490625906
mosquito,Lead 4,ARX (raw),2018-02-18,-1.6356511317562843,-8.365624247323554,-0.3687338538556714
mosquito,Lead 4,ARX (raw),2018-02-25,-1.5701732373714674,-14.48898096259628,-0.3761439377737993
mosquito,Lead 4,ARX (raw),2018-03-04,-2.2899290860993484,-31.974393262331354,-0.8651573665650281
mosquito,Lead 4,ARX (raw),2018-03-11,-3.226687258018223,-31.579342528350814,-2.0392331853425025
mosquito,Lead 4,ARX (raw),2018-03-18,-4.865159292209792,-38.73589661414168,-3.637699608405974
mosquito,Lead 4,ARX (raw),2018-03-25,-6.60760285392611,-16.306745661832906,-5.020926351275932
mosquito,Lead 4,ARX (raw),2018-04-01,-8.272038363711431,-27.391498470545503,-5.827564845185149
