geo,origin_week,model,predictor,processing,max_lag,train_n,n_leads,R2,MAPE
MX,2017-07-23,ar,NA,raw,1,134,8,-1.0327800182330669,35.67263191440173
MX,2017-07-23,ar,NA,raw,2,134,8,-1.2087155596130161,37.47052747533557
MX,2017-07-23,ar,NA,raw,3,134,8,-0.9887376180549061,35.34914088742057
MX,2017-07-23,arx,dengue,processed,1,134,8,-1.0911892038219562,36.28224716644431
MX,2017-07-23,arx,dengue,processed,2,134,8,-1.0824617518072954,36.57764005498751
MX,2017-07-23,arx,dengue,processed,3,134,8,-1.4089314645110416,38.34068704158395
MX,2017-07-23,arx,dengue,raw,1,134,8,-0.9033244637700812,34.80898422687825
MX,2017-07-23,arx,dengue,raw,2,134,8,-0.4238064706814597,31.233900106012868
MX,2017-07-23,arx,dengue,raw,3,134,8,-0.8632857251521429,34.034777200487774
MX,2017-07-23,arx,mosquito,processed,1,134,8,-1.0982123170882665,36.32591348088125
MX,2017-07-23,arx,mosquito,processed,2,134,8,-1.4503217793215621,40.20472115972319
MX,2017-07-23,arx,mosquito,processed,3,134,8,-0.9765706611365388,35.79518342443057
MX,2017-07-23,arx,mosquito,raw,1,134,8,-1.035348653670209,35.74317717231554
MX,2017-07-23,arx,mosquito,raw,2,134,8,-1.2831670813502307,38.77252208095486
MX,2017-07-23,arx,mosquito,raw,3,134,8,-0.9389924987093139,35.82288230266706
MX,2017-07-23,arx,sintomas_de_dengue,processed,1,134,8,-1.3880842685036408,38.48738533751189
MX,2017-07-23,arx,sintomas_de_dengue,processed,2,134,8,-0.9607821041620068,38.100356876088014
MX,2017-07-23,arx,sintomas_de_dengue,processed,3,134,8,-0.6185132918863461,34.32484675954737
MX,2017-07-23,arx,sintomas_de_dengue,raw,1,134,8,-0.9185201889432273,34.87398047580445
MX,2017-07-23,arx,sintomas_de_dengue,raw,2,134,8,-0.11475441356666316,29.161619896592146
MX,2017-07-23,arx,sintomas_de_dengue,raw,3,134,8,0.0042969521481937,27.649734172981795
MX,2017-07-30,ar,NA,processed,1,135,8,-2.36077021867682,46.02354395546222
MX,2017-07-30,ar,NA,processed,2,135,8,-2.5788777477922986,47.471587146872274
MX,2017-07-30,ar,NA,processed,3,135,8,-2.369606020178889,46.19042149468447
MX,2017-07-30,ar,NA,raw,1,135,8,-2.36077021867682,46.02354395546222
MX,2017-07-30,ar,NA,raw,2,135,8,-2.5788777477922986,47.471587146872274
MX,2017-07-30,ar,NA,raw,3,135,8,-2.369606020178889,46.19042149468447
MX,2017-07-30,arx,dengue,processed,1,135,8,-2.435538582271127,46.59318232685361
MX,2017-07-30,arx,dengue,processed,2,135,8,-2.4427008122655756,46.493796043649496
MX,2017-07-30,arx,dengue,processed,3,135,8,-2.803918717258065,49.05853559240958
MX,2017-07-30,arx,dengue,raw,1,135,8,-2.1690004941088645,44.886454588799594
MX,2017-07-30,arx,dengue,raw,2,135,8,-1.4293524987975732,39.87329715079602
MX,2017-07-30,arx,dengue,raw,3,135,8,-1.9987451108087706,43.857005642939335
MX,2017-07-30,arx,mosquito,processed,1,135,8,-2.4470100453592516,46.703113089594886
MX,2017-07-30,arx,mosquito,processed,2,135,8,-2.7829802405131647,49.41907047259636
MX,2017-07-30,arx,mosquito,processed,3,135,8,-2.2550857745445456,45.90071144632249
MX,2017-07-30,arx,mosquito,raw,1,135,8,-2.364712061993461,46.05061330906703
MX,2017-07-30,arx,mosquito,raw,2,135,8,-2.5361039431514336,47.66580071266684
MX,2017-07-30,arx,mosquito,raw,3,135,8,-2.1796558596972617,45.587788566665424
MX,2017-07-30,arx,sintomas_de_dengue,processed,1,135,8,-2.895063826856704,49.61001475113632
MX,2017-07-30,arx,sintomas_de_dengue,processed,2,135,8,-1.9445380958613114,45.442764329214945
MX,2017-07-30,arx,sintomas_de_dengue,processed,3,135,8,-1.6014336287624573,42.80108152553755
MX,2017-07-30,arx,sintomas_de_dengue,raw,1,135,8,-2.1437370349784466,44.662392650467844
MX,2017-07-30,arx,sintomas_de_dengue,raw,2,135,8,-0.6277350361641707,34.57433405778194
MX,2017-07-30,arx,sintomas_de_dengue,raw,3,135,8,-0.44605488168038865,33.05944583710125
MX,2017-08-06,ar,NA,processed,1,136,8,-3.4246377218619424,45.58661249235472
MX,2017-08-06,ar,NA,processed,2,136,8,-3.8262787453102867,48.02410580719999
MX,2017-08-06,ar,NA,processed,3,136,8,-3.394089595819823,45.71561027591661
MX,2017-08-06,ar,NA,raw,1,136,8,-3.4246377218619424,45.58661249235472
MX,2017-08-06,ar,NA,raw,2,136,8,-3.8262787453102867,48.02410580719999
MX,2017-08-06,ar,NA,raw,3,136,8,-3.394089595819823,45.71561027591661
MX,2017-08-06,arx,dengue,processed,1,136,8,-3.5052682321723188,46.01237818206921
MX,2017-08-06,arx,dengue,processed,2,136,8,-3.729744448501413,47.18097665119147
MX,2017-08-06,arx,dengue,processed,3,136,8,-3.6325113808467178,47.07954365179625
MX,2017-08-06,arx,dengue,raw,1,136,8,-3.1920690977980977,44.31937522778992
MX,2017-08-06,arx,dengue,raw,2,136,8,-2.3401527113335265,39.85928252911776
MX,2017-08-06,arx,dengue,raw,3,136,8,-2.704676405158612,42.19513712595667
MX,2017-08-06,arx,mosquito,processed,1,136,8,-3.485629883198863,46.04698774647678
MX,2017-08-06,arx,mosquito,processed,2,136,8,-3.9744631424046624,48.96748221194171
MX,2017-08-06,arx,mosquito,processed,3,136,8,-3.1297800917687946,44.32760909361073
MX,2017-08-06,arx,mosquito,raw,1,136,8,-3.423304152718875,45.462440074886416
MX,2017-08-06,arx,mosquito,raw,2,136,8,-3.806325302133417,47.91980824772951
MX,2017-08-06,arx,mosquito,raw,3,136,8,-2.9928384522921436,43.540171110238454
MX,2017-08-06,arx,sintomas_de_dengue,processed,1,136,8,-3.8663743540748783,47.67372243309084
MX,2017-08-06,arx,sintomas_de_dengue,processed,2,136,8,-2.7080192145786586,42.500944635482526
MX,2017-08-06,arx,sintomas_de_dengue,processed,3,136,8,-2.1678702383223785,39.24022370824912
MX,2017-08-06,arx,sintomas_de_dengue,raw,1,136,8,-3.1670430005247816,44.399769209148246
MX,2017-08-06,arx,sintomas_de_dengue,raw,2,136,8,-1.0961701180888213,33.06582381627141
MX,2017-08-06,arx,sintomas_de_dengue,raw,3,136,8,-0.6228375846841119,29.178287844068596
MX,2017-08-13,ar,NA,processed,1,137,8,-3.9550612158032923,40.84150606120969
MX,2017-08-13,ar,NA,processed,2,137,8,-4.415459119373742,43.1932895003932
MX,2017-08-13,ar,NA,processed,3,137,8,-3.57236880048852,38.95807232111374
MX,2017-08-13,ar,NA,raw,1,137,8,-3.9550612158032923,40.84150606120969
MX,2017-08-13,ar,NA,raw,2,137,8,-4.415459119373742,43.1932895003932
MX,2017-08-13,ar,NA,raw,3,137,8,-3.57236880048852,38.95807232111374
MX,2017-08-13,arx,dengue,processed,1,137,8,-4.026077905382484,41.10508563389052
MX,2017-08-13,arx,dengue,processed,2,137,8,-4.451616914524322,42.7962489490346
MX,2017-08-13,arx,dengue,processed,3,137,8,-3.5211580928837787,39.351848488892564
MX,2017-08-13,arx,dengue,raw,1,137,8,-3.752744913209714,39.71566209339315
MX,2017-08-13,arx,dengue,raw,2,137,8,-2.6860027461720475,34.442320612786844
MX,2017-08-13,arx,dengue,raw,3,137,8,-2.6187870683677934,34.74060795275524
MX,2017-08-13,arx,mosquito,processed,1,137,8,-4.041431605697444,41.360995308924444
MX,2017-08-13,arx,mosquito,processed,2,137,8,-4.649371298349478,44.07361444994965
MX,2017-08-13,arx,mosquito,processed,3,137,8,-3.212950819239339,37.169853749281785
MX,2017-08-13,arx,mosquito,raw,1,137,8,-3.9663499680581076,40.73589861040038
MX,2017-08-13,arx,mosquito,raw,2,137,8,-4.400926143884797,42.74731694224347
MX,2017-08-13,arx,mosquito,raw,3,137,8,-3.1774637113624413,36.862193799238234
MX,2017-08-13,arx,sintomas_de_dengue,processed,1,137,8,-4.861885774434618,45.607104436451316
MX,2017-08-13,arx,sintomas_de_dengue,processed,2,137,8,-3.5270493412553474,39.02937718108148
MX,2017-08-13,arx,sintomas_de_dengue,processed,3,137,8,-2.206945112075475,31.554643346087285
MX,2017-08-13,arx,sintomas_de_dengue,raw,1,137,8,-3.5301350560032656,38.695269207971265
MX,2017-08-13,arx,sintomas_de_dengue,raw,2,137,8,-1.0295152031725263,25.47510822241168
MX,2017-08-13,arx,sintomas_de_dengue,raw,3,137,8,-0.33779867927520457,19.709753166857677
MX,2017-08-20,ar,NA,processed,1,138,8,-7.493692539657204,42.209148066732254
MX,2017-08-20,ar,NA,processed,2,138,8,-7.921632810298664,43.370335567187546
MX,2017-08-20,ar,NA,processed,3,138,8,-6.5823519368125405,39.54966313354134
MX,2017-08-20,ar,NA,raw,1,138,8,-7.493692539657204,42.209148066732254
MX,2017-08-20,ar,NA,raw,2,138,8,-7.921632810298664,43.370335567187546
MX,2017-08-20,ar,NA,raw,3,138,8,-6.5823519368125405,39.54966313354134
MX,2017-08-20,arx,dengue,processed,1,138,8,-7.564339286875105,42.32424334722117
MX,2017-08-20,arx,dengue,processed,2,138,8,-8.155391884247239,43.33344306581989
MX,2017-08-20,arx,dengue,processed,3,138,8,-6.1633816220393856,39.18413463439438
MX,2017-08-20,arx,dengue,raw,1,138,8,-6.878972824368547,40.338679434762895
MX,2017-08-20,arx,dengue,raw,2,138,8,-5.1855829672725315,34.69027799400311
MX,2017-08-20,arx,dengue,raw,3,138,8,-5.09217932384228,35.49432151704847
MX,2017-08-20,arx,mosquito,processed,1,138,8,-7.496067213105487,42.26008859651865
MX,2017-08-20,arx,mosquito,processed,2,138,8,-8.27736826626396,44.02157340608448
MX,2017-08-20,arx,mosquito,processed,3,138,8,-6.19263858425045,38.32827548456423
MX,2017-08-20,arx,mosquito,raw,1,138,8,-7.5972006477893395,42.394008937777485
MX,2017-08-20,arx,mosquito,raw,2,138,8,-8.03950787475777,43.25603154739383
MX,2017-08-20,arx,mosquito,raw,3,138,8,-6.242832805227805,38.30933276363322
MX,2017-08-20,arx,sintomas_de_dengue,processed,1,138,8,-7.967300135616979,43.750556254878624
MX,2017-08-20,arx,sintomas_de_dengue,processed,2,138,8,-5.6388866327725005,35.108111123071346
MX,2017-08-20,arx,sintomas_de_dengue,processed,3,138,8,-4.424824730369412,31.61435603398181
MX,2017-08-20,arx,sintomas_de_dengue,raw,1,138,8,-6.944344658900468,40.730294788244336
MX,2017-08-20,arx,sintomas_de_dengue,raw,2,138,8,-1.8817857579658246,22.62507737745157
MX,2017-08-20,arx,sintomas_de_dengue,raw,3,138,8,-1.159542437832065,20.025084684175077
MX,2017-08-27,ar,NA,processed,1,139,8,-5.087765685366225,27.06731941772802
MX,2017-08-27,ar,NA,processed,2,139,8,-5.907434455965091,29.405066930750852
MX,2017-08-27,ar,NA,processed,3,139,8,-4.073477005554692,24.25395675981799
MX,2017-08-27,ar,NA,raw,1,139,8,-5.087765685366225,27.06731941772802
MX,2017-08-27,ar,NA,raw,2,139,8,-5.907434455965091,29.405066930750852
MX,2017-08-27,ar,NA,raw,3,139,8,-4.073477005554692,24.25395675981799
MX,2017-08-27,arx,dengue,processed,1,139,8,-5.664366539881963,28.361475039822338
MX,2017-08-27,arx,dengue,processed,2,139,8,-7.627423799179322,32.87053366511641
MX,2017-08-27,arx,dengue,processed,3,139,8,-3.5115269968735534,22.755695537071897
MX,2017-08-27,arx,dengue,raw,1,139,8,-4.836942362044699,26.288695411349806
MX,2017-08-27,arx,dengue,raw,2,139,8,-4.436654675477494,24.94216488849588
MX,2017-08-27,arx,dengue,raw,3,139,8,-2.54267958952932,19.814810513165323
MX,2017-08-27,arx,mosquito,processed,1,139,8,-4.990065389562844,26.771491088371945
MX,2017-08-27,arx,mosquito,processed,2,139,8,-6.340676076103921,30.238514652485687
MX,2017-08-27,arx,mosquito,processed,3,139,8,-3.676964511950077,22.8722103649634
MX,2017-08-27,arx,mosquito,raw,1,139,8,-5.336633137761476,27.6755409170377
MX,2017-08-27,arx,mosquito,raw,2,139,8,-6.705482950504583,31.047933706489804
MX,2017-08-27,arx,mosquito,raw,3,139,8,-4.276402591423053,24.584305661617524
MX,2017-08-27,arx,sintomas_de_dengue,processed,1,139,8,-4.923581805312311,26.811790673250123
MX,2017-08-27,arx,sintomas_de_dengue,processed,2,139,8,-5.737496193096133,27.052678892441552
MX,2017-08-27,arx,sintomas_de_dengue,processed,3,139,8,-3.255688201447132,21.61110250728425
MX,2017-08-27,arx,sintomas_de_dengue,raw,1,139,8,-4.767598161614077,26.22530902024091
MX,2017-08-27,arx,sintomas_de_dengue,raw,2,139,8,-1.3484634938753208,17.235855124630834
MX,2017-08-27,arx,sintomas_de_dengue,raw,3,139,8,-0.28757872633430126,12.795481634026618
MX,2017-09-03,ar,NA,processed,1,140,8,-1.0031020202280243,14.467535627192621
MX,2017-09-03,ar,NA,processed,2,140,8,-1.1504403834303956,15.12209006632931
MX,2017-09-03,ar,NA,processed,3,140,8,-0.22592437587594305,11.190417031195173
MX,2017-09-03,ar,NA,raw,1,140,8,-1.0031020202280243,14.467535627192621
MX,2017-09-03,ar,NA,raw,2,140,8,-1.1504403834303956,15.12209006632931
MX,2017-09-03,ar,NA,raw,3,140,8,-0.22592437587594305,11.190417031195173
MX,2017-09-03,arx,dengue,processed,1,140,8,-1.2496044373368238,15.455558097727806
MX,2017-09-03,arx,dengue,processed,2,140,8,-2.530710630767337,19.277429250594732
MX,2017-09-03,arx,dengue,processed,3,140,8,-0.20511834875364343,11.303458700945672
MX,2017-09-03,arx,dengue,raw,1,140,8,-0.9671470852183512,14.696743100666213
MX,2017-09-03,arx,dengue,raw,2,140,8,-1.034102951537737,15.027288855784324
MX,2017-09-03,arx,dengue,raw,3,140,8,-0.15733435453448497,11.530404169678174
MX,2017-09-03,arx,mosquito,processed,1,140,8,-0.9940290388929618,14.414672051199382
MX,2017-09-03,arx,mosquito,processed,2,140,8,-1.5678565595682747,16.471853242237692
MX,2017-09-03,arx,mosquito,processed,3,140,8,-0.23165854650557693,11.162174844549789
MX,2017-09-03,arx,mosquito,raw,1,140,8,-1.1231272260830765,14.904335301052132
MX,2017-09-03,arx,mosquito,raw,2,140,8,-1.7559610503766434,17.16323250530146
MX,2017-09-03,arx,mosquito,raw,3,140,8,-0.4912083456023826,12.563150942330298
MX,2017-09-03,arx,sintomas_de_dengue,processed,1,140,8,-0.7916348969648801,13.511590404535417
MX,2017-09-03,arx,sintomas_de_dengue,processed,2,140,8,-2.339045205370081,18.963950701820785
MX,2017-09-03,arx,sintomas_de_dengue,processed,3,140,8,-0.9434335329080037,14.904426777061783
MX,2017-09-03,arx,sintomas_de_dengue,raw,1,140,8,-0.8334020638770363,13.993195159987511
MX,2017-09-03,arx,sintomas_de_dengue,raw,2,140,8,0.03698492672673692,10.316144895384534
MX,2017-09-03,arx,sintomas_de_dengue,raw,3,140,8,0.036526089398599915,10.056102697009829
MX,2017-09-10,ar,NA,processed,1,141,8,-1.4895713888724424,16.370706203724882
MX,2017-09-10,ar,NA,processed,2,141,8,-1.2517561366057461,15.509654617484884
MX,2017-09-10,ar,NA,processed,3,141,8,-0.8554940538247069,14.089376193500025
MX,2017-09-10,ar,NA,raw,1,141,8,-1.4895713888724424,16.370706203724882
MX,2017-09-10,ar,NA,raw,2,141,8,-1.2517561366057461,15.509654617484884
MX,2017-09-10,ar,NA,raw,3,141,8,-0.8554940538247069,14.089376193500025
MX,2017-09-10,arx,dengue,processed,1,141,8,-1.8818324643794409,17.681805291323133
MX,2017-09-10,arx,dengue,processed,2,141,8,-3.1046612377714817,21.189085586895455
MX,2017-09-10,arx,dengue,processed,3,141,8,-1.4237726340282046,16.0233635589228
MX,2017-09-10,arx,dengue,raw,1,141,8,-1.7779864709752191,17.36202836334084
MX,2017-09-10,arx,dengue,raw,2,141,8,-1.8342296120948092,17.641211513252603
MX,2017-09-10,arx,dengue,raw,3,141,8,-0.9186952139267446,13.943410383839755
MX,2017-09-10,arx,mosquito,processed,1,141,8,-1.5039899969938255,16.380355020546403
MX,2017-09-10,arx,mosquito,processed,2,141,8,-1.5025023186160826,16.27672017274746
MX,2017-09-10,arx,mosquito,processed,3,141,8,-0.9379070904939901,14.317868434855354
MX,2017-09-10,arx,mosquito,raw,1,141,8,-1.6128967188758514,16.837205436862796
MX,2017-09-10,arx,mosquito,raw,2,141,8,-1.6795890100438826,16.970378764881556
MX,2017-09-10,arx,mosquito,raw,3,141,8,-1.1737842521433035,15.300857093967233
MX,2017-09-10,arx,sintomas_de_dengue,processed,1,141,8,-1.1022887265924304,14.788800768998634
MX,2017-09-10,arx,sintomas_de_dengue,processed,2,141,8,-3.1018095500699747,21.4497378339527
MX,2017-09-10,arx,sintomas_de_dengue,processed,3,141,8,-2.501275314763523,19.849804285163497
MX,2017-09-10,arx,sintomas_de_dengue,raw,1,141,8,-1.4357504560939454,16.267705275588106
MX,2017-09-10,arx,sintomas_de_dengue,raw,2,141,8,-0.3148242909478509,11.504807298101317
MX,2017-09-10,arx,sintomas_de_dengue,raw,3,141,8,-0.15188456466212563,10.772114357831537
MX,2017-09-17,ar,NA,processed,1,142,8,-20.709259173730317,27.304350321619147
MX,2017-09-17,ar,NA,processed,2,142,8,-17.990087779386215,25.41174778684313
MX,2017-09-17,ar,NA,processed,3,142,8,-23.98949267314515,29.317649312905385
MX,2017-09-17,ar,NA,raw,1,142,8,-20.709259173730317,27.304350321619147
MX,2017-09-17,ar,NA,raw,2,142,8,-17.990087779386215,25.41174778684313
MX,2017-09-17,ar,NA,raw,3,142,8,-23.98949267314515,29.317649312905385
MX,2017-09-17,arx,dengue,processed,1,142,8,-22.602814357957712,28.59393292536479
MX,2017-09-17,arx,dengue,processed,2,142,8,-26.063319775561634,30.74126536710041
MX,2017-09-17,arx,dengue,processed,3,142,8,-28.74339265141142,31.92324769074773
MX,2017-09-17,arx,dengue,raw,1,142,8,-20.915206771431226,27.51187359997081
MX,2017-09-17,arx,dengue,raw,2,142,8,-19.855809633453536,26.773818749645827
MX,2017-09-17,arx,dengue,raw,3,142,8,-21.864395859608265,27.734783118857138
MX,2017-09-17,arx,mosquito,processed,1,142,8,-20.558662855218092,27.186477070815595
MX,2017-09-17,arx,mosquito,processed,2,142,8,-18.901164873875175,25.99563472466514
MX,2017-09-17,arx,mosquito,processed,3,142,8,-24.529181953473046,29.57819464481668
MX,2017-09-17,arx,mosquito,raw,1,142,8,-21.350871715614613,27.750847301104386
MX,2017-09-17,arx,mosquito,raw,2,142,8,-20.009708644135944,26.803381738372583
MX,2017-09-17,arx,mosquito,raw,3,142,8,-24.32070060778423,29.47995245119406
MX,2017-09-17,arx,sintomas_de_dengue,processed,1,142,8,-19.179712028774635,26.159528146896644
MX,2017-09-17,arx,sintomas_de_dengue,processed,2,142,8,-32.32747682043903,34.18428963129412
MX,2017-09-17,arx,sintomas_de_dengue,processed,3,142,8,-35.89950585271457,35.92534167845168
MX,2017-09-17,arx,sintomas_de_dengue,raw,1,142,8,-20.129506139694886,26.98038009477154
MX,2017-09-17,arx,sintomas_de_dengue,raw,2,142,8,-13.728850132202849,22.272504307333037
MX,2017-09-17,arx,sintomas_de_dengue,raw,3,142,8,-16.016500327346908,23.7683232277702
MX,2017-09-24,ar,NA,processed,1,143,8,0.03329610793836402,13.977732090495532
MX,2017-09-24,ar,NA,processed,2,143,8,-0.08421549186438981,15.20010335643639
MX,2017-09-24,ar,NA,processed,3,143,8,-0.028779713229863058,15.082039170307937
MX,2017-09-24,ar,NA,raw,1,143,8,0.03329610793836402,13.977732090495532
MX,2017-09-24,ar,NA,raw,2,143,8,-0.08421549186438981,15.20010335643639
MX,2017-09-24,ar,NA,raw,3,143,8,-0.028779713229863058,15.082039170307937
MX,2017-09-24,arx,dengue,processed,1,143,8,0.04312368165708891,14.14616140088279
MX,2017-09-24,arx,dengue,processed,2,143,8,-0.1535826468695216,16.447498818566842
MX,2017-09-24,arx,dengue,processed,3,143,8,-0.08297730697869166,15.718035260685662
MX,2017-09-24,arx,dengue,raw,1,143,8,0.07811486016976088,13.594963914170782
MX,2017-09-24,arx,dengue,raw,2,143,8,-0.07887813003037736,15.480953294872496
MX,2017-09-24,arx,dengue,raw,3,143,8,-0.09645003406452246,15.491912086373732
MX,2017-09-24,arx,mosquito,processed,1,143,8,0.02285761195529712,14.037019126225763
MX,2017-09-24,arx,mosquito,processed,2,143,8,-0.1308121656824297,15.768634422179625
MX,2017-09-24,arx,mosquito,processed,3,143,8,0.0026391282404792937,14.57225580252125
MX,2017-09-24,arx,mosquito,raw,1,143,8,0.04207752931731956,14.057905919829286
MX,2017-09-24,arx,mosquito,raw,2,143,8,-0.15489068522773874,16.28405725391372
MX,2017-09-24,arx,mosquito,raw,3,143,8,-0.03315849699801143,15.301205213705785
MX,2017-09-24,arx,sintomas_de_dengue,processed,1,143,8,-0.007320185365101484,13.690233930622487
MX,2017-09-24,arx,sintomas_de_dengue,processed,2,143,8,-0.5425552172389034,19.252138243853437
MX,2017-09-24,arx,sintomas_de_dengue,processed,3,143,8,-0.257115863944148,17.385145471420905
MX,2017-09-24,arx,sintomas_de_dengue,raw,1,143,8,0.07534649281340344,13.68783894265953
MX,2017-09-24,arx,sintomas_de_dengue,raw,2,143,8,-0.07345717753545711,15.14918313972638
MX,2017-09-24,arx,sintomas_de_dengue,raw,3,143,8,0.02209811315102783,14.347710893888586
MX,2017-10-01,ar,NA,processed,1,144,8,0.0761925154574884,20.75868854569283
MX,2017-10-01,ar,NA,processed,2,144,8,9.724543139150166e-4,21.27223813079119
MX,2017-10-01,ar,NA,processed,3,144,8,-0.03578928830554129,21.018333085186246
MX,2017-10-01,ar,NA,raw,1,144,8,0.0761925154574884,20.75868854569283
MX,2017-10-01,ar,NA,raw,2,144,8,9.724543139150166e-4,21.27223813079119
MX,2017-10-01,ar,NA,raw,3,144,8,-0.03578928830554129,21.018333085186246
MX,2017-10-01,arx,dengue,processed,1,144,8,0.11824473915293232,20.3936180874392
MX,2017-10-01,arx,dengue,processed,2,144,8,0.1298038611790957,20.239957654615772
MX,2017-10-01,arx,dengue,processed,3,144,8,0.02033781673003643,20.742586915179476
MX,2017-10-01,arx,dengue,raw,1,144,8,0.13380460121895044,20.054106850843933
MX,2017-10-01,arx,dengue,raw,2,144,8,0.1060521104507538,19.890659575351602
MX,2017-10-01,arx,dengue,raw,3,144,8,-0.022112302294523767,21.45696067471599
MX,2017-10-01,arx,mosquito,processed,1,144,8,0.07470218948963492,20.839475093051433
MX,2017-10-01,arx,mosquito,processed,2,144,8,0.03720275963012387,21.15907182247223
MX,2017-10-01,arx,mosquito,processed,3,144,8,-0.032788884269845164,21.13932475470132
MX,2017-10-01,arx,mosquito,raw,1,144,8,0.09864360219943225,20.56840139812807
MX,2017-10-01,arx,mosquito,raw,2,144,8,0.13077035564758976,20.427931131968645
MX,2017-10-01,arx,mosquito,raw,3,144,8,0.08702440940219369,20.11110647678571
MX,2017-10-01,arx,sintomas_de_dengue,processed,1,144,8,-0.036613139017885876,21.696681336697203
MX,2017-10-01,arx,sintomas_de_dengue,processed,2,144,8,0.23893630880469807,19.62430189995364
MX,2017-10-01,arx,sintomas_de_dengue,processed,3,144,8,0.23835608550303333,18.674660817802366
MX,2017-10-01,arx,sintomas_de_dengue,raw,1,144,8,0.11466585243109262,20.24177566593246
MX,2017-10-01,arx,sintomas_de_dengue,raw,2,144,8,8.023777563450629e-4,20.755854307149114
MX,2017-10-01,arx,sintomas_de_dengue,raw,3,144,8,-0.15805033833073145,22.79045984210718
MX,2017-10-08,ar,NA,processed,1,145,8,-0.5987114262471518,48.56927840513314
MX,2017-10-08,ar,NA,processed,2,145,8,-0.6896382601301905,50.02729262406015
MX,2017-10-08,ar,NA,processed,3,145,8,-0.6392808454163581,49.67629556954351
MX,2017-10-08,ar,NA,raw,1,145,8,-0.5987114262471518,48.56927840513314
MX,2017-10-08,ar,NA,raw,2,145,8,-0.6896382601301905,50.02729262406015
MX,2017-10-08,ar,NA,raw,3,145,8,-0.6392808454163581,49.67629556954351
MX,2017-10-08,arx,dengue,processed,1,145,8,-0.5527412632602953,47.834430544757005
MX,2017-10-08,arx,dengue,processed,2,145,8,-0.5178345921314729,47.234563868623056
MX,2017-10-08,arx,dengue,processed,3,145,8,-0.6889571838314754,50.613822858796354
MX,2017-10-08,arx,dengue,raw,1,145,8,-0.5104106785323397,47.29210429004448
MX,2017-10-08,arx,dengue,raw,2,145,8,-0.4918761222011503,47.311728923188724
MX,2017-10-08,arx,dengue,raw,3,145,8,-0.6935952246101016,50.946263936828416
MX,2017-10-08,arx,mosquito,processed,1,145,8,-0.6034773847426835,48.65506706089159
MX,2017-10-08,arx,mosquito,processed,2,145,8,-0.7012937045740868,50.31468496143001
MX,2017-10-08,arx,mosquito,processed,3,145,8,-0.730834527545912,51.35144759310612
MX,2017-10-08,arx,mosquito,raw,1,145,8,-0.545617591447618,47.67181588901005
MX,2017-10-08,arx,mosquito,raw,2,145,8,-0.5219248035204176,47.37378097427218
MX,2017-10-08,arx,mosquito,raw,3,145,8,-0.5251582468454514,48.006029033416844
MX,2017-10-08,arx,sintomas_de_dengue,processed,1,145,8,-0.8386167707115069,52.522331107554486
MX,2017-10-08,arx,sintomas_de_dengue,processed,2,145,8,-0.2474170339157271,42.38278152047107
MX,2017-10-08,arx,sintomas_de_dengue,processed,3,145,8,-0.2872377661919294,43.651573523314234
MX,2017-10-08,arx,sintomas_de_dengue,raw,1,145,8,-0.4442216773530998,45.91148396452544
MX,2017-10-08,arx,sintomas_de_dengue,raw,2,145,8,-0.4668316904617573,46.973034984907116
MX,2017-10-08,arx,sintomas_de_dengue,raw,3,145,8,-0.5776178384323076,49.36218300067601
MX,2017-10-15,ar,NA,processed,1,146,8,-1.2474073253329983,110.58780104653316
MX,2017-10-15,ar,NA,processed,2,146,8,-1.4011680776031645,114.3347635535559
MX,2017-10-15,ar,NA,processed,3,146,8,-1.3147148644655875,112.43901673728746
MX,2017-10-15,ar,NA,raw,1,146,8,-1.2474073253329983,110.58780104653316
MX,2017-10-15,ar,NA,raw,2,146,8,-1.4011680776031645,114.3347635535559
MX,2017-10-15,ar,NA,raw,3,146,8,-1.3147148644655875,112.43901673728746
MX,2017-10-15,arx,dengue,processed,1,146,8,-1.1439990939035578,107.94119170876544
MX,2017-10-15,arx,dengue,processed,2,146,8,-1.126886125747057,107.42626189695027
MX,2017-10-15,arx,dengue,processed,3,146,8,-1.351003775313389,113.25712562108482
MX,2017-10-15,arx,dengue,raw,1,146,8,-1.0047115681137848,104.24886025076914
MX,2017-10-15,arx,dengue,raw,2,146,8,-0.9327890080167529,102.191892091182
MX,2017-10-15,arx,dengue,raw,3,146,8,-1.2313369515934407,110.11401747256659
MX,2017-10-15,arx,mosquito,processed,1,146,8,-1.2573268990050668,110.86823195582085
MX,2017-10-15,arx,mosquito,processed,2,146,8,-1.3599284594148835,113.40762168103696
MX,2017-10-15,arx,mosquito,processed,3,146,8,-1.3237268606187031,112.78705186653471
MX,2017-10-15,arx,mosquito,raw,1,146,8,-1.2158376751943747,109.77746792391856
MX,2017-10-15,arx,mosquito,raw,2,146,8,-1.140695400743891,107.86993623579973
MX,2017-10-15,arx,mosquito,raw,3,146,8,-1.1489174221293479,108.39942516689615
MX,2017-10-15,arx,sintomas_de_dengue,processed,1,146,8,-1.4876595185439259,116.45764719087963
MX,2017-10-15,arx,sintomas_de_dengue,processed,2,146,8,-0.6257758243427709,93.38168626544035
MX,2017-10-15,arx,sintomas_de_dengue,processed,3,146,8,-0.6802804288044586,95.31410981211182
MX,2017-10-15,arx,sintomas_de_dengue,raw,1,146,8,-1.0485812784281032,105.41835478993006
