sample_collect_date,site,counties_served,population_served,pcr_target_avg_conc,pcr_target_flowpop_lin,pcr_target_detect
2023-10-03,336,Fulton,84486,18907.65423,,yes
2023-10-04,337,Fulton,189593,8680.78704,,yes
2023-10-05,348,Paulding,19000,0.0,863668.89474,no
2023-10-08,348,Paulding,19000,0.0,863668.89474,no
2023-10-08,341,Fulton,70887,0.0,,no
2023-10-08,342,Gwinnett,496000,0.0,681143.04435,no
2023-10-09,326,Fulton,12818,0.0,,no
2023-10-09,338,Fulton,190000,15793.58843,,yes
2023-10-09,337,Fulton,189593,0.0,,no
2023-10-09,336,Fulton,84486,10374.82862,,yes
2023-10-09,342,Gwinnett,496000,0.0,681143.04435,no
2023-10-10,326,Fulton,12818,0.0,,no
2023-10-10,333,Douglas,37256,0.0,570004.67039,no
2023-10-10,336,Fulton,84486,0.0,,no
2023-10-10,337,Fulton,189593,0.0,,no
2023-10-11,336,Fulton,84486,0.0,,no
2023-10-11,346,"Chattahoochee, Muscogee",278000,4156.81032,,yes
2023-10-11,337,Fulton,189593,4546.3103,,yes
2023-10-11,326,Fulton,12818,18187.81497,,yes
2023-10-12,348,Paulding,19000,0.0,863668.89474,no
2023-10-15,339,Fulton,600000,4294.29967,,yes
2023-10-15,340,Fulton,105160,15114.63917,,yes
2023-10-15,342,Gwinnett,496000,0.0,720065.50403,no
2023-10-15,341,Fulton,70887,0.0,,no
2023-10-15,348,Paulding,19000,0.0,812864.84211,no
2023-10-16,342,Gwinnett,496000,1320.0,681143.04435,no
2023-10-16,337,Fulton,189593,6532.27336,,yes
2023-10-16,326,Fulton,12818,0.0,,no
2023-10-16,338,Fulton,190000,0.0,,no
2023-10-16,336,Fulton,84486,10411.70491,,yes
2023-10-17,336,Fulton,84486,0.0,,no
2023-10-17,337,Fulton,189593,20014.72823,,yes
2023-10-17,326,Fulton,12818,0.0,,no
2023-10-18,346,"Chattahoochee, Muscogee",278000,0.0,,no
2023-10-19,348,Paulding,19000,1296.0,863668.89474,no
2023-10-22,341,Fulton,70887,0.0,,no
2023-10-22,348,Paulding,19000,0.0,812864.84211,no
2023-10-22,340,Fulton,105160,4556.92532,,yes
2023-10-22,339,Fulton,600000,0.0,,no
2023-10-22,342,Gwinnett,496000,0.0,700604.27419,no
2023-10-23,326,Fulton,12818,0.0,,no
2023-10-23,337,Fulton,189593,8806.23999,,yes
2023-10-24,341,Fulton,70887,9547.73653,,yes
2023-10-24,338,Fulton,190000,26065.13439,,yes
2023-10-24,336,Fulton,84486,0.0,,no
2023-10-24,337,Fulton,189593,6350.24298,,yes
2023-10-25,337,Fulton,189593,0.0,,no
2023-10-25,336,Fulton,84486,0.0,,no
2023-10-25,338,Fulton,190000,0.0,,no
2023-10-25,346,"Chattahoochee, Muscogee",278000,0.0,,no
2023-10-26,339,Fulton,600000,11988.99486,,yes
2023-10-29,341,Fulton,70887,0.0,,no
2023-10-29,340,Fulton,105160,12669.92254,,yes
2023-10-29,339,Fulton,600000,0.0,,no
2023-10-30,336,Fulton,84486,0.0,,no
2023-10-30,337,Fulton,189593,4615.77594,,yes
2023-10-30,338,Fulton,190000,0.0,,no
2023-10-30,326,Fulton,12818,0.0,,no
2023-10-31,326,Fulton,12818,0.0,,no
2023-10-31,338,Fulton,190000,7721.40423,,yes
2023-10-31,336,Fulton,84486,0.0,,no
2023-10-31,337,Fulton,189593,5048.5252,,yes
2023-11-01,326,Fulton,12818,0.0,,no
2023-11-01,337,Fulton,189593,4516.92734,,yes
2023-11-01,336,Fulton,84486,15428.99609,,yes
2023-11-01,338,Fulton,190000,5027.75749,,yes
2023-11-01,346,"Chattahoochee, Muscogee",278000,0.0,,no
2023-11-05,339,Fulton,600000,13034.98339,,yes
2023-11-05,341,Fulton,70887,9023.53922,,yes
2023-11-05,340,Fulton,105160,5248.41364,,yes
2023-11-06,326,Fulton,12818,0.0,,no
2023-11-06,337,Fulton,189593,10429.9638,,yes
2023-11-06,338,Fulton,190000,13918.86509,,yes
2023-11-06,336,Fulton,84486,9433.08378,,yes
2023-11-06,333,Douglas,37256,1272.0,518186.06399,no
2023-11-07,341,Fulton,70887,0.0,,no
2023-11-07,326,Fulton,12818,8904.59893,,yes
2023-11-07,340,Fulton,105160,7091.27153,,yes
2023-11-07,336,Fulton,84486,8130.23597,,yes
2023-11-07,338,Fulton,190000,8013.76353,,yes
2023-11-07,339,Fulton,600000,2457.60369,,yes
2023-11-08,353,Richmond,200000,2568.0,1592707.05,no
2023-11-08,346,"Chattahoochee, Muscogee",278000,0.0,,no
2023-11-09,348,Paulding,19000,7416.0,2511752.36211,yes
2023-11-10,346,"Chattahoochee, Muscogee",278000,0.0,,no
2023-11-12,342,Gwinnett,496000,2568.0,720065.50403,no
2023-11-13,337,Fulton,189593,20758.74104,,yes
2023-11-13,326,Fulton,12818,7752.20514,,yes
2023-11-13,336,Fulton,84486,14623.03497,,yes
2023-11-13,338,Fulton,190000,15362.14294,,yes
2023-11-14,340,Fulton,105160,0.0,,no
2023-11-14,341,Fulton,70887,0.0,,no
2023-11-14,326,Fulton,12818,19909.50367,,yes
2023-11-14,338,Fulton,190000,11528.94376,,yes
2023-11-14,339,Fulton,600000,19068.39472,,yes
2023-11-14,336,Fulton,84486,9718.9645,,yes
2023-11-15,346,"Chattahoochee, Muscogee",278000,3933.70362,,yes
2023-11-15,337,Fulton,189593,49936.98541,,yes
2023-11-16,340,Fulton,105160,5869.49177,,yes
2023-11-16,341,Fulton,70887,4796.36379,,yes
2023-11-17,346,"Chattahoochee, Muscogee",278000,7534.9469,,yes
2023-11-19,340,Fulton,105160,57802.0503,,yes
2023-11-19,341,Fulton,70887,64806.60932,,yes
2023-11-19,339,Fulton,600000,0.0,,no
2023-11-20,336,Fulton,84486,21747.73938,,yes
2023-11-20,326,Fulton,12818,63478.91489,,yes
2023-11-20,338,Fulton,190000,21200.86159,,yes
2023-11-20,337,Fulton,189593,10516.4558,,yes
2023-11-21,338,Fulton,190000,5308.95291,,yes
2023-11-21,341,Fulton,70887,7966.59787,,yes
2023-11-21,339,Fulton,600000,7443.83459,,yes
2023-11-21,340,Fulton,105160,16664.5535,,yes
2023-11-21,326,Fulton,12818,35055.80098,,yes
2023-11-22,333,Douglas,37256,2568.0,518186.06399,no
2023-11-22,326,Fulton,12818,255730.28806,,yes
2023-11-22,346,"Chattahoochee, Muscogee",278000,3120.77687,,yes
2023-11-22,337,Fulton,189593,23543.13179,,yes
2023-11-22,338,Fulton,190000,20094.97961,,yes
2023-11-24,346,"Chattahoochee, Muscogee",278000,12585.11697,,yes
2023-11-26,348,Paulding,19000,0.0,863668.89474,no
2023-11-26,341,Fulton,70887,21488.36852,,yes
2023-11-26,340,Fulton,105160,36417.79395,,yes
2023-11-26,339,Fulton,600000,59766.39779,,yes
2023-11-27,326,Fulton,12818,6430.68996,,yes
2023-11-27,353,Richmond,200000,17736.0,10742056.704,yes
2023-11-27,337,Fulton,189593,10047.9126,,yes
2023-11-27,336,Fulton,84486,36147.15404,,yes
2023-11-27,338,Fulton,190000,13156.71904,,yes
2023-11-27,342,Gwinnett,496000,5136.0,1371902.22581,yes
2023-11-28,336,Fulton,84486,45377.77336,,yes
2023-11-28,339,Fulton,600000,25766.00525,,yes
2023-11-28,340,Fulton,105160,15799.02942,,yes
2023-11-28,326,Fulton,12818,35781.60269,,yes
2023-11-28,341,Fulton,70887,12374.35801,,yes
2023-11-29,346,"Chattahoochee, Muscogee",278000,107445.18487,,yes
2023-11-30,339,Fulton,600000,18487.30143,,yes
2023-11-30,341,Fulton,70887,20231.36444,,yes
2023-11-30,340,Fulton,105160,6624.22944,,yes
2023-12-01,346,"Chattahoochee, Muscogee",278000,16015.3105,,yes
2023-12-03,340,Fulton,105160,36735.617,,yes
2023-12-03,339,Fulton,600000,32719.56233,,yes
2023-12-03,341,Fulton,70887,8328.51487,,yes
2023-12-04,337,Fulton,189593,22774.30481,,yes
2023-12-04,336,Fulton,84486,37266.59247,,yes
2023-12-04,338,Fulton,190000,54102.74013,,yes
2023-12-04,326,Fulton,12818,6570.21242,,yes
2023-12-05,326,Fulton,12818,19247.79498,,yes
2023-12-05,339,Fulton,600000,17025.04688,,yes
2023-12-05,333,Douglas,37256,0.0,466367.45759,no
2023-12-05,337,Fulton,189593,77705.95243,,yes
2023-12-05,336,Fulton,84486,66515.51315,,yes
2023-12-05,338,Fulton,190000,50058.62101,,yes
2023-12-06,337,Fulton,189593,40356.51475,,yes
2023-12-06,333,Douglas,37256,1272.0,466367.45759,no
2023-12-06,338,Fulton,190000,129779.13843,,yes
2023-12-06,326,Fulton,12818,12045.32652,,yes
2023-12-06,346,"Chattahoochee, Muscogee",278000,17761.08441,,yes
2023-12-07,353,Richmond,200000,0.0,1496179.35,no
2023-12-07,348,Paulding,19000,3768.0,863668.89474,no
2023-12-08,346,"Chattahoochee, Muscogee",278000,17942.34089,,yes
2023-12-10,348,Paulding,19000,14328.0,4567344.10105,yes
2023-12-10,353,Richmond,200000,2472.0,1496179.35,no
2023-12-10,342,Gwinnett,496000,9288.0,2977156.04516,yes
2023-12-11,337,Fulton,189593,80280.1493,,yes
2023-12-11,342,Gwinnett,496000,18432.0,5204802.89032,yes
2023-12-11,336,Fulton,84486,71783.96033,,yes
2023-12-11,333,Douglas,37256,6360.0,2714075.71398,yes
2023-12-11,338,Fulton,190000,119395.40314,,yes
2023-12-11,326,Fulton,12818,118990.90991,,yes
2023-12-12,340,Fulton,105160,21672.72965,,yes
2023-12-12,338,Fulton,190000,59869.6917,,yes
2023-12-12,339,Fulton,600000,22379.45397,,yes
2023-12-12,326,Fulton,12818,71844.96793,,yes
2023-12-12,336,Fulton,84486,155979.58035,,yes
2023-12-12,341,Fulton,70887,36970.38498,,yes
2023-12-12,333,Douglas,37256,8856.0,3059370.5218,yes
2023-12-13,346,"Chattahoochee, Muscogee",278000,51285.03676,,yes
2023-12-13,337,Fulton,189593,28873.15365,,yes
2023-12-14,340,Fulton,105160,25500.0155,,yes
2023-12-14,339,Fulton,600000,25199.82936,,yes
2023-12-14,341,Fulton,70887,38712.48579,,yes
2023-12-14,353,Richmond,200000,12768.0,7974777.888,yes
2023-12-14,348,Paulding,19000,31560.0,10689172.67368,yes
2023-12-15,346,"Chattahoochee, Muscogee",278000,34307.99782,,yes
2023-12-17,340,Fulton,105160,63892.00825,,yes
2023-12-17,339,Fulton,600000,72578.23777,,yes
2023-12-17,353,Richmond,200000,17976.0,17351819.352,yes
2023-12-17,341,Fulton,70887,22998.92677,,yes
2023-12-17,348,Paulding,19000,37224.0,11865914.07158,yes
2023-12-18,338,Fulton,190000,129515.04966,,yes
2023-12-18,337,Fulton,189593,282788.39104,,yes
2023-12-18,326,Fulton,12818,88673.12778,,yes
2023-12-18,336,Fulton,84486,106677.09638,,yes
2023-12-19,338,Fulton,190000,134818.29455,,yes
2023-12-19,337,Fulton,189593,89005.46003,,yes
2023-12-19,336,Fulton,84486,115679.73086,,yes
2023-12-20,337,Fulton,189593,110913.81218,,yes
2023-12-20,346,"Chattahoochee, Muscogee",278000,122817.19285,,yes
2023-12-24,342,Gwinnett,496000,16992.0,4668497.1871,yes
2023-12-25,342,Gwinnett,496000,28392.0,8233977.65806,yes
2023-12-25,346,"Chattahoochee, Muscogee",278000,220363.88135,,yes
2023-12-25,338,Fulton,190000,135170.52655,,yes
2023-12-26,326,Fulton,12818,275593.9717,,yes
2023-12-26,339,Fulton,600000,100436.10676,,yes
2023-12-26,338,Fulton,190000,263938.8227,,yes
2023-12-26,340,Fulton,105160,44442.60159,,yes
2023-12-26,341,Fulton,70887,35946.91117,,yes
2023-12-27,346,"Chattahoochee, Muscogee",278000,217792.30459,,yes
2023-12-27,336,Fulton,84486,242356.52668,,yes
2023-12-27,338,Fulton,190000,148467.77344,,yes
2023-12-28,341,Fulton,70887,87274.41429,,yes
2023-12-28,339,Fulton,600000,49571.14196,,yes
2023-12-28,340,Fulton,105160,56644.23269,,yes
2024-01-01,336,Fulton,84486,139767.565,,yes
2024-01-01,337,Fulton,189593,88950.87446,,yes
2024-01-01,326,Fulton,12818,64467.56568,,yes
2024-01-01,338,Fulton,190000,191474.31717,,yes
2024-01-02,338,Fulton,190000,100677.13583,,yes
2024-01-02,340,Fulton,105160,57492.54987,,yes
2024-01-02,339,Fulton,600000,38849.75494,,yes
2024-01-02,336,Fulton,84486,216417.74548,,yes
2024-01-02,341,Fulton,70887,933096.144,,yes
2024-01-02,337,Fulton,189593,102480.33205,,yes
2024-01-03,346,"Chattahoochee, Muscogee",278000,63601.14173,,yes
2024-01-03,338,Fulton,190000,37729.14995,,yes
2024-01-04,348,Paulding,19000,4920.0,863668.89474,no
2024-01-04,339,Fulton,600000,44979.85329,,yes
2024-01-04,341,Fulton,70887,60239.74877,,yes
2024-01-04,340,Fulton,105160,52749.6517,,yes
2024-01-05,346,"Chattahoochee, Muscogee",278000,47015.18187,,yes
2024-01-07,348,Paulding,19000,5064.0,812864.84211,no
2024-01-07,340,Fulton,105160,44481.4106,,yes
2024-01-07,339,Fulton,600000,56263.63153,,yes
2024-01-07,341,Fulton,70887,102644.92384,,yes
2024-01-07,342,Gwinnett,496000,16608.0,4816494.11613,yes
2024-01-08,336,Fulton,84486,75140.26622,,yes
2024-01-08,342,Gwinnett,496000,10272.0,2822198.86452,yes
2024-01-08,337,Fulton,189593,90413.46372,,yes
2024-01-08,326,Fulton,12818,245343.4545,,yes
2024-01-08,333,Douglas,37256,12576.0,2300014.56732,yes
2024-01-08,338,Fulton,190000,71279.95662,,yes
2024-01-09,341,Fulton,70887,97618.16503,,yes
2024-01-09,339,Fulton,600000,12551.98519,,yes
2024-01-09,338,Fulton,190000,100273.2556,,yes
2024-01-09,336,Fulton,84486,106328.31323,,yes
2024-01-09,340,Fulton,105160,40808.5639,,yes
2024-01-10,326,Fulton,12818,96823.49506,,yes
2024-01-10,338,Fulton,190000,70780.1743,,yes
2024-01-10,337,Fulton,189593,115772.50307,,yes
2024-01-10,346,"Chattahoochee, Muscogee",278000,38801.71733,,yes
2024-01-10,353,Richmond,200000,1272.0,2799303.3,no
2024-01-10,336,Fulton,84486,73054.25321,,yes
2024-01-11,353,Richmond,200000,0.0,2220137.1,no
2024-01-11,340,Fulton,105160,78696.58879,,yes
2024-01-11,341,Fulton,70887,42186.54184,,yes
2024-01-11,339,Fulton,600000,31929.23843,,yes
2024-01-11,348,Paulding,19000,2568.0,863668.89474,no
2024-01-12,346,"Chattahoochee, Muscogee",278000,45977.74511,,yes
2024-01-14,353,Richmond,200000,1272.0,2316664.8,no
2024-01-15,338,Fulton,190000,29031.21654,,yes
2024-01-15,337,Fulton,189593,45034.86424,,yes
2024-01-15,326,Fulton,12818,22987.6694,,yes
2024-01-15,333,Douglas,37256,31896.0,12963186.42903,yes
2024-01-15,336,Fulton,84486,55967.36442,,yes
2024-01-16,338,Fulton,190000,34423.50308,,yes
2024-01-16,337,Fulton,189593,16705.21412,,yes
2024-01-16,339,Fulton,600000,29245.14731,,yes
2024-01-16,326,Fulton,12818,19363.05262,,yes
2024-01-16,333,Douglas,37256,10608.0,4526873.45501,yes
2024-01-16,341,Fulton,70887,63622.4537,,yes
2024-01-16,340,Fulton,105160,20247.89734,,yes
2024-01-16,336,Fulton,84486,95405.15679,,yes
2024-01-17,326,Fulton,12818,42677.81963,,yes
2024-01-17,338,Fulton,190000,21166.11567,,yes
2024-01-17,336,Fulton,84486,117476.44127,,yes
2024-01-17,337,Fulton,189593,38351.25899,,yes
2024-01-17,346,"Chattahoochee, Muscogee",278000,42680.95943,,yes
2024-01-18,341,Fulton,70887,51221.22938,,yes
2024-01-18,340,Fulton,105160,15036.0899,,yes
2024-01-18,339,Fulton,600000,32510.95836,,yes
2024-01-19,346,"Chattahoochee, Muscogee",278000,66589.76598,,yes
2024-01-21,340,Fulton,105160,32275.92205,,yes
2024-01-21,339,Fulton,600000,47395.94768,,yes
2024-01-21,341,Fulton,70887,30728.53787,,yes
2024-01-22,326,Fulton,12818,77705.14914,,yes
2024-01-22,346,"Chattahoochee, Muscogee",278000,66492.3082,,yes
2024-01-22,337,Fulton,189593,30593.90555,,yes
2024-01-22,348,Paulding,19000,6480.0,2323837.13684,yes
2024-01-22,336,Fulton,84486,61112.30668,,yes
2024-01-22,342,Gwinnett,496000,15840.0,4593766.06452,yes
2024-01-22,338,Fulton,190000,17845.4221,,yes
2024-01-23,341,Fulton,70887,34979.4386,,yes
2024-01-23,338,Fulton,190000,28101.39272,,yes
2024-01-23,337,Fulton,189593,50108.08501,,yes
2024-01-23,333,Douglas,37256,10392.0,2956464.86579,yes
2024-01-23,340,Fulton,105160,48957.0681,,yes
2024-01-23,339,Fulton,600000,23288.74725,,yes
2024-01-23,336,Fulton,84486,110342.22051,,yes
2024-01-23,326,Fulton,12818,65869.52174,,yes
2024-01-24,337,Fulton,189593,47796.84566,,yes
2024-01-24,336,Fulton,84486,97111.63197,,yes
2024-01-24,346,"Chattahoochee, Muscogee",278000,98220.68689,,yes
2024-01-24,338,Fulton,190000,68573.3173,,yes
2024-01-24,326,Fulton,12818,111285.37545,,yes
2024-01-25,341,Fulton,70887,26968.52294,,yes
2024-01-25,339,Fulton,600000,23816.54401,,yes
2024-01-25,340,Fulton,105160,7110.54199,,yes
2024-01-26,346,"Chattahoochee, Muscogee",278000,94229.75766,,yes
2024-01-28,339,Fulton,600000,18569.07204,,yes
2024-01-28,353,Richmond,200000,2568.0,1640970.9,no
2024-01-28,340,Fulton,105160,22442.82866,,yes
2024-01-28,341,Fulton,70887,64722.53319,,yes
2024-01-29,337,Fulton,189593,14751.03752,,yes
2024-01-29,342,Gwinnett,496000,17112.0,5223852.0,yes
2024-01-29,346,"Chattahoochee, Muscogee",278000,75016.73123,,yes
2024-01-29,336,Fulton,84486,32743.7759,,yes
2024-01-29,326,Fulton,12818,33762.04689,,yes
2024-01-29,338,Fulton,190000,42175.72713,,yes
2024-01-30,339,Fulton,600000,19833.49372,,yes
2024-01-30,337,Fulton,189593,46243.38811,,yes
2024-01-30,340,Fulton,105160,37520.16816,,yes
2024-01-30,341,Fulton,70887,28352.37747,,yes
2024-01-30,326,Fulton,12818,42136.72554,,yes
2024-01-30,336,Fulton,84486,16834.51493,,yes
2024-01-30,338,Fulton,190000,23607.43664,,yes
2024-01-31,338,Fulton,190000,11176.79904,,yes
2024-01-31,326,Fulton,12818,48234.45083,,yes
2024-01-31,336,Fulton,84486,74146.47038,,yes
2024-01-31,337,Fulton,189593,41433.34028,,yes
2024-01-31,346,"Chattahoochee, Muscogee",278000,66174.74883,,yes
2024-02-01,340,Fulton,105160,14900.6025,,yes
2024-02-01,341,Fulton,70887,66586.51787,,yes
2024-02-01,339,Fulton,600000,24519.72766,,yes
2024-02-04,341,Fulton,70887,0.0,,no
2024-02-04,339,Fulton,600000,10766.47112,,yes
2024-02-04,340,Fulton,105160,27385.78905,,yes
2024-02-05,326,Fulton,12818,10401.15536,,yes
2024-02-05,346,"Chattahoochee, Muscogee",278000,54772.37708,,yes
2024-02-05,336,Fulton,84486,25869.27302,,yes
2024-02-05,333,Douglas,37256,20496.0,8121743.55164,yes
2024-02-05,337,Fulton,189593,18144.31306,,yes
2024-02-05,338,Fulton,190000,21175.70479,,yes
2024-02-06,336,Fulton,84486,24902.93353,,yes
2024-02-06,341,Fulton,70887,34611.18404,,yes
2024-02-06,326,Fulton,12818,21172.8333,,yes
2024-02-06,338,Fulton,190000,10234.59383,,yes
2024-02-06,340,Fulton,105160,25713.78761,,yes
2024-02-06,333,Douglas,37256,2568.0,932734.91518,no
2024-02-06,337,Fulton,189593,14948.57921,,yes
2024-02-06,339,Fulton,600000,4699.63426,,yes
2024-02-07,326,Fulton,12818,14672.36968,,yes
2024-02-07,346,"Chattahoochee, Muscogee",278000,28904.05259,,yes
2024-02-07,338,Fulton,190000,18315.60192,,yes
2024-02-07,337,Fulton,189593,40922.26781,,yes
2024-02-07,336,Fulton,84486,59713.76302,,yes
2024-02-08,348,Paulding,19000,6168.0,2089062.64421,yes
2024-02-08,340,Fulton,105160,16258.46867,,yes
2024-02-08,341,Fulton,70887,26786.27351,,yes
2024-02-08,339,Fulton,600000,7517.63455,,yes
2024-02-08,353,Richmond,200000,0.0,1640970.9,no
2024-02-11,339,Fulton,600000,13240.58477,,yes
2024-02-11,340,Fulton,105160,14524.91964,,yes
2024-02-11,348,Paulding,19000,0.0,863668.89474,no
2024-02-11,341,Fulton,70887,82701.00833,,yes
2024-02-11,346,"Chattahoochee, Muscogee",278000,25816.95903,,yes
2024-02-11,353,Richmond,200000,12624.0,8123771.232,yes
2024-02-11,342,Gwinnett,496000,1272.0,447608.28629,no
2024-02-12,342,Gwinnett,496000,1296.0,973061.49194,no
2024-02-12,336,Fulton,84486,29084.06911,,yes
2024-02-12,338,Fulton,190000,21796.33089,,yes
2024-02-12,337,Fulton,189593,16438.37045,,yes
2024-02-12,326,Fulton,12818,16627.5143,,yes
2024-02-12,346,"Chattahoochee, Muscogee",278000,25993.99996,,yes
2024-02-13,341,Fulton,70887,0.0,,no
2024-02-13,340,Fulton,105160,11722.08522,,yes
2024-02-13,326,Fulton,12818,0.0,,no
2024-02-13,336,Fulton,84486,7963.0658,,yes
2024-02-13,338,Fulton,190000,16388.46589,,yes
2024-02-13,339,Fulton,600000,15492.10645,,yes
2024-02-13,337,Fulton,189593,32875.57856,,yes
2024-02-14,336,Fulton,84486,13794.26196,,yes
2024-02-14,338,Fulton,190000,45486.99141,,yes
2024-02-14,337,Fulton,189593,22096.82476,,yes
2024-02-14,326,Fulton,12818,0.0,,no
2024-02-15,341,Fulton,70887,14792.78886,,yes
2024-02-15,339,Fulton,600000,15077.22055,,yes
2024-02-15,340,Fulton,105160,11526.51587,,yes
2024-02-18,339,Fulton,600000,8827.81471,,yes
2024-02-18,340,Fulton,105160,7180.92978,,yes
2024-02-18,341,Fulton,70887,8584.70264,,yes
2024-02-19,326,Fulton,12818,62074.94935,,yes
2024-02-19,336,Fulton,84486,27092.14928,,yes
2024-02-19,337,Fulton,189593,13269.80193,,yes
2024-02-19,346,"Chattahoochee, Muscogee",278000,13861.65481,,yes
2024-02-19,338,Fulton,190000,34279.53774,,yes
2024-02-20,341,Fulton,70887,22987.88775,,yes
2024-02-20,337,Fulton,189593,15986.84781,,yes
2024-02-20,340,Fulton,105160,18274.12451,,yes
2024-02-20,326,Fulton,12818,27169.04399,,yes
2024-02-20,336,Fulton,84486,41946.85752,,yes
2024-02-20,339,Fulton,600000,6188.7818,,yes
2024-02-20,338,Fulton,190000,23341.40997,,yes
2024-02-21,336,Fulton,84486,30955.88369,,yes
2024-02-21,337,Fulton,189593,8923.87127,,yes
2024-02-21,326,Fulton,12818,30335.16191,,yes
2024-02-21,346,"Chattahoochee, Muscogee",278000,18926.35032,,yes
2024-02-21,338,Fulton,190000,12691.77694,,yes
2024-02-22,341,Fulton,70887,28821.42,,yes
2024-02-22,339,Fulton,600000,10419.6378,,yes
2024-02-22,340,Fulton,105160,35848.31363,,yes
2024-02-25,339,Fulton,600000,17124.64982,,yes
2024-02-25,340,Fulton,105160,10153.09464,,yes
2024-02-25,341,Fulton,70887,23695.57228,,yes
2024-02-26,338,Fulton,190000,26824.48167,,yes
2024-02-26,337,Fulton,189593,21635.6985,,yes
2024-02-26,326,Fulton,12818,9918.74256,,yes
2024-02-26,346,"Chattahoochee, Muscogee",278000,10708.82961,,yes
2024-02-26,336,Fulton,84486,11456.63852,,yes
2024-02-27,341,Fulton,70887,14527.55632,,yes
2024-02-27,336,Fulton,84486,18238.46691,,yes
2024-02-27,339,Fulton,600000,11527.22189,,yes
2024-02-27,326,Fulton,12818,38490.77185,,yes
2024-02-27,340,Fulton,105160,19678.59522,,yes
2024-02-27,337,Fulton,189593,56235.35223,,yes
2024-02-27,338,Fulton,190000,13443.20044,,yes
2024-02-28,326,Fulton,12818,7961.37923,,yes
2024-02-28,337,Fulton,189593,25388.26302,,yes
2024-02-28,346,"Chattahoochee, Muscogee",278000,13493.6369,,yes
2024-02-28,336,Fulton,84486,23009.17987,,yes
2024-02-29,341,Fulton,70887,29264.79303,,yes
2024-02-29,339,Fulton,600000,9591.61077,,yes
2024-02-29,338,Fulton,190000,4325.23211,,yes
2024-02-29,340,Fulton,105160,5772.81658,,yes
2024-03-03,341,Fulton,70887,0.0,,no
2024-03-03,340,Fulton,105160,15186.09748,,yes
2024-03-03,339,Fulton,600000,12324.52772,,yes
2024-03-04,336,Fulton,84486,7819.41031,,yes
2024-03-04,337,Fulton,189593,25358.16393,,yes
2024-03-04,338,Fulton,190000,21856.4059,,yes
2024-03-04,326,Fulton,12818,6319.31078,,yes
2024-03-04,346,"Chattahoochee, Muscogee",278000,17027.92785,,yes
2024-03-05,326,Fulton,12818,0.0,,no
2024-03-05,338,Fulton,190000,0.0,,no
2024-03-05,337,Fulton,189593,10667.9715,,yes
2024-03-05,341,Fulton,70887,19936.12969,,yes
2024-03-05,336,Fulton,84486,8773.87231,,yes
2024-03-05,340,Fulton,105160,7709.55927,,yes
2024-03-05,339,Fulton,600000,7284.7357,,yes
2024-03-06,326,Fulton,12818,49339.92182,,yes
2024-03-06,346,"Chattahoochee, Muscogee",278000,18896.7681,,yes
2024-03-06,337,Fulton,189593,17100.33184,,yes
2024-03-06,338,Fulton,190000,14286.2079,,yes
2024-03-06,336,Fulton,84486,7901.70853,,yes
2024-03-07,340,Fulton,105160,6181.28246,,yes
2024-03-07,341,Fulton,70887,0.0,,no
2024-03-07,339,Fulton,600000,10964.62983,,yes
2024-03-10,339,Fulton,600000,6588.72459,,yes
2024-03-10,341,Fulton,70887,0.0,,no
2024-03-10,340,Fulton,105160,4245.36146,,yes
2024-03-11,336,Fulton,84486,0.0,,no
2024-03-11,338,Fulton,190000,12539.99041,,yes
2024-03-11,337,Fulton,189593,4409.80294,,yes
2024-03-11,326,Fulton,12818,0.0,,no
2024-03-11,346,"Chattahoochee, Muscogee",278000,23290.89818,,yes
2024-03-12,340,Fulton,105160,0.0,,no
2024-03-12,339,Fulton,600000,10821.78151,,yes
2024-03-12,337,Fulton,189593,19183.52771,,yes
2024-03-12,326,Fulton,12818,0.0,,no
2024-03-12,336,Fulton,84486,0.0,,no
2024-03-12,341,Fulton,70887,21638.14671,,yes
2024-03-12,338,Fulton,190000,2303.58118,,yes
2024-03-13,346,"Chattahoochee, Muscogee",278000,23460.39875,,yes
2024-03-13,338,Fulton,190000,0.0,,no
2024-03-13,336,Fulton,84486,13581.0797,,yes
2024-03-13,326,Fulton,12818,2398.05214,,yes
2024-03-13,337,Fulton,189593,12985.05151,,yes
2024-03-14,340,Fulton,105160,5485.2814,,yes
2024-03-14,341,Fulton,70887,0.0,,no
2024-03-14,339,Fulton,600000,18070.51311,,yes
2024-03-17,340,Fulton,105160,0.0,,no
2024-03-17,339,Fulton,600000,0.0,,no
2024-03-17,341,Fulton,70887,0.0,,no
2024-03-18,338,Fulton,190000,0.0,,no
2024-03-18,326,Fulton,12818,0.0,,no
2024-03-18,346,"Chattahoochee, Muscogee",278000,4353.298,,yes
2024-03-18,336,Fulton,84486,5599.00772,,yes
2024-03-18,337,Fulton,189593,0.0,,no
2024-03-19,339,Fulton,600000,10661.85568,,yes
2024-03-19,336,Fulton,84486,5464.30289,,yes
2024-03-19,338,Fulton,190000,0.0,,no
2024-03-19,326,Fulton,12818,0.0,,no
2024-03-19,340,Fulton,105160,11336.33041,,yes
2024-03-19,341,Fulton,70887,0.0,,no
2024-03-19,337,Fulton,189593,11154.04442,,yes
2024-03-20,326,Fulton,12818,9131.30942,,yes
2024-03-20,346,"Chattahoochee, Muscogee",278000,7122.24808,,yes
2024-03-20,338,Fulton,190000,0.0,,no
2024-03-20,337,Fulton,189593,6010.57897,,yes
