geo,model,prediction_lead,n_origins,R2,MAPE
MX,ar,1,101,0.9088826373543012,27.25642762891354
MX,ar,2,101,0.7810902952320725,34.05772597534832
MX,ar,3,101,0.6352184984134399,39.14454604931024
MX,ar,4,101,0.5075444936742779,42.49383890119834
MX,argo,1,101,0.956686949192928,22.55925839960834
MX,argo,2,101,0.8861522851458172,27.06530448654204
MX,argo,3,101,0.7756044755099829,31.78488157662806
MX,argo,4,101,0.6435247170557006,35.74159241817098
