geo,origin_week,calendar_week,prediction_week,prediction_lead,actual,predicted,APE,model,lambda,n_nonzero_search,train_n,reporting_lag,transform,case_lags
MX,2018-01-07,2018-02-04,2018-02-04,4,290,207.60525632056422,28.411980579115788,ar,NA,0,158,4,log1p,"1,2,3,52,104"
MX,2018-01-07,2018-02-04,2018-01-14,1,301,199.12133119069736,33.84673382368859,argo,0.029050500750061728,3,158,4,log1p,"1,2,3,52,104"
MX,2018-01-07,2018-02-04,2018-01-21,2,339,280.4153582496694,17.281605236085724,argo,0.029050500750061728,3,158,4,log1p,"1,2,3,52,104"
MX,2018-01-07,2018-02-04,2018-01-28,3,307,226.42501619206897,26.24592306447265,argo,0.029050500750061728,3,158,4,log1p,"1,2,3,52,104"
MX,2018-01-07,2018-02-04,2018-02-04,4,290,257.45289604573077,11.223139294575597,argo,0.029050500750061728,3,158,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-01-21,1,339,271.9209895963253,19.787318703148884,ar,NA,0,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-01-28,2,307,240.38098504518734,21.70000487127448,ar,NA,0,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-02-04,3,290,221.96511267474511,23.46030597422582,ar,NA,0,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-02-11,4,360,236.6323060052792,34.26880388742245,ar,NA,0,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-01-21,1,339,328.5242438519684,3.0901935539916288,argo,0.03400981809231835,3,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-01-28,2,307,275.02526448160586,10.415223295893856,argo,0.03400981809231835,3,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-02-04,3,290,278.3934113542145,4.002271946822589,argo,0.03400981809231835,3,159,4,log1p,"1,2,3,52,104"
MX,2018-01-14,2018-02-11,2018-02-11,4,360,287.2416924560986,20.21064098441706,argo,0.03400981809231835,3,159,4,log1p,"1,2,3,52,104"
MX,2018-01-21,2018-02-18,2018-01-28,1,307,267.5684272790255,12.844160495431428,ar,NA,0,160,4,log1p,"1,2,3,52,104"
MX,2018-01-21,2018-02-18,2018-02-04,2,290,243.08841149750654,16.17640982844602,ar,NA,0,160,4,log1p,"1,2,3,52,104"
MX,2018-01-21,2018-02-18,2018-02-11,3,360,252.25111985257254,29.930244485396518,ar,NA,0,160,4,log1p,"1,2,3,52,104"
MX,2018-01-21,2018-02-18,2018-02-18,4,414,271.9271697454108,34.317108757147146,ar,NA,0,160,4,log1p,"1,2,3,52,104"
MX,2018-01-21,2018-02-18,2018-01-28,1,307,281.2933532338082,8.373500575306773,argo,0.03434383431783771,3,160,4,log1p,"1,2,3,52,104"
